shipment_id,sku,shipped_qty,delivered_qty,delivered_date,damaged_flag,returned_flag
S-1714,SKU-151,3,3,2024-02-13,0,0
S-1715,SKU-029,3,3,2024-02-13,0,0
S-1716,SKU-042,2,2,2024-03-05,0,1
S-1716,SKU-164,1,1,2024-03-05,0,0
S-1716,SKU-183,1,1,2024-03-05,0,0
S-1716,SKU-053,1,1,2024-03-05,0,0
S-1717,SKU-105,3,3,2024-05-04,0,0
S-1717,SKU-122,1,1,2024-05-04,0,0
S-1717,SKU-185,1,1,2024-05-04,1,0
S-1718,SKU-064,1,1,2024-03-12,0,0
S-1719,SKU-066,1,1,2024-01-31,0,1
S-1720,SKU-143,1,1,2024-02-16,0,0
S-1720,SKU-025,2,2,2024-02-16,1,1
S-1720,SKU-131,1,1,2024-02-16,0,0
S-1721,SKU-043,1,1,2024-04-21,0,0
S-1721,SKU-193,1,1,2024-04-21,0,1
S-1721,SKU-093,1,1,2024-04-21,0,0
S-1721,SKU-072,2,2,2024-04-21,0,0
S-1722,SKU-032,4,4,2024-01-24,0,0
S-1723,SKU-110,1,1,2024-03-06,0,0
S-1724,SKU-025,1,1,2024-03-06,1,0
S-1725,SKU-050,1,1,2024-03-05,0,1
S-1725,SKU-075,4,4,2024-03-05,0,0
S-1725,SKU-179,1,1,2024-03-05,0,0
S-1726,SKU-121,2,2,2024-04-27,0,0
S-1726,SKU-017,3,3,2024-04-27,0,0
S-1726,SKU-107,1,1,2024-04-27,0,0
S-1726,SKU-103,4,4,2024-04-27,0,0
S-1727,SKU-180,1,1,2024-01-19,0,0
S-1727,SKU-067,4,4,2024-01-19,0,1
S-1727,SKU-153,2,2,2024-01-19,0,0
S-1727,SKU-138,2,2,2024-01-19,0,0
S-1728,SKU-187,2,2,2024-04-04,0,0
S-1728,SKU-139,1,1,2024-04-04,0,0
S-1728,SKU-001,1,1,2024-04-04,1,0
S-1729,SKU-038,1,0,2024-05-01,0,0
S-1731,SKU-070,2,2,2024-01-20,0,0
S-1732,SKU-106,1,1,2024-03-05,0,0
S-1732,SKU-070,1,1,2024-03-05,0,0
S-1732,SKU-114,2,1,2024-03-05,0,0
S-1733,SKU-084,3,3,2024-02-19,0,0
S-1734,SKU-160,1,1,2024-02-20,0,0
S-1735,SKU-097,1,1,2024-01-26,0,0
S-1735,SKU-068,4,4,2024-01-26,0,0
S-1735,SKU-140,3,3,2024-01-26,0,0
S-1735,SKU-161,2,2,2024-01-26,0,0
S-1736,SKU-064,1,1,2024-01-21,0,1
S-1736,SKU-149,2,2,2024-01-21,0,0
S-1736,SKU-179,1,0,2024-01-21,0,0
S-1737,SKU-130,2,2,2024-03-29,0,0
S-1737,SKU-080,4,4,2024-03-29,0,0
S-1737,SKU-113,1,1,2024-03-29,0,0
S-1737,SKU-098,1,1,2024-03-29,0,0
S-1738,SKU-151,1,1,2024-01-08,0,0
S-1738,SKU-088,4,4,2024-01-08,0,0
S-1738,SKU-067,1,0,2024-01-08,0,1
S-1739,SKU-032,1,1,2024-04-18,0,0
S-1739,SKU-158,1,1,2024-04-18,0,0
S-1740,SKU-047,2,2,2024-05-03,0,0
S-1740,SKU-015,1,1,2024-05-03,0,0
S-1741,SKU-174,2,2,2024-05-04,0,0
S-1741,SKU-176,2,2,2024-05-04,0,0
S-1742,SKU-012,1,1,2024-02-02,0,0
S-1742,SKU-090,1,1,2024-02-02,0,0
S-1743,SKU-178,2,2,2024-02-01,0,0
S-1744,SKU-109,2,2,2024-01-13,0,0
S-1744,SKU-021,1,1,2024-01-13,0,0
S-1745,SKU-175,1,1,2024-01-14,0,0
S-1746,SKU-138,1,1,2024-02-08,1,0
S-1746,SKU-198,3,3,2024-02-08,0,0
S-1747,SKU-193,3,3,2024-02-07,0,0
S-1748,SKU-108,1,0,2024-02-25,0,0
S-1749,SKU-106,1,1,2024-05-03,0,0
S-1749,SKU-064,1,0,2024-05-03,0,0
S-1749,SKU-182,1,1,2024-05-03,0,0
S-1750,SKU-067,2,2,2024-03-09,0,0
S-1750,SKU-149,1,0,2024-03-09,0,1
S-1751,SKU-098,1,1,2024-03-16,0,0
S-1751,SKU-154,1,1,2024-03-16,0,0
S-1751,SKU-125,1,1,2024-03-16,0,0
S-1751,SKU-015,1,0,2024-03-16,0,1
S-1752,SKU-167,1,0,2024-03-21,0,0
S-1752,SKU-168,2,1,2024-03-21,0,0
S-1753,SKU-077,2,2,2024-01-30,0,0
S-1753,SKU-035,1,1,2024-01-30,0,0
S-1754,SKU-065,1,1,2024-01-28,0,1
S-1756,SKU-097,4,4,2024-01-16,0,0
S-1756,SKU-076,3,3,2024-01-16,0,0
S-1756,SKU-013,1,1,2024-01-16,0,0
S-1757,SKU-158,3,3,2024-04-12,0,0
S-1758,SKU-111,2,1,2024-04-19,0,0
S-1758,SKU-128,2,2,2024-04-19,0,0
S-1759,SKU-084,1,1,2024-02-22,0,0
S-1760,SKU-068,3,3,2024-01-10,0,0
S-1760,SKU-042,1,1,2024-01-10,0,0
S-1761,SKU-081,2,1,2024-01-25,0,0
S-1761,SKU-109,1,1,2024-01-25,0,0
S-1762,SKU-114,1,1,2024-03-19,0,1
S-1762,SKU-194,1,0,2024-03-19,0,0
S-1763,SKU-008,1,1,2024-05-07,0,0
S-1764,SKU-116,1,1,2024-01-09,0,0
S-1764,SKU-197,1,1,2024-01-09,0,0
S-1765,SKU-079,3,3,2024-01-09,0,0
S-1765,SKU-082,1,1,2024-01-09,0,0
S-1766,SKU-008,2,2,2024-01-11,0,0
S-1767,SKU-095,1,1,2024-03-12,0,0
S-1767,SKU-063,1,1,2024-03-12,1,0
S-1767,SKU-034,2,2,2024-03-12,0,0
S-1768,SKU-034,3,3,2024-04-09,0,0
S-1770,SKU-198,1,1,2024-01-17,0,0
S-1772,SKU-180,1,1,2024-05-01,0,0
S-1772,SKU-014,3,3,2024-05-01,0,0
S-1772,SKU-087,1,0,2024-05-01,0,0
S-1772,SKU-075,3,3,2024-05-01,0,0
S-1773,SKU-089,2,2,2024-04-26,0,0
S-1773,SKU-014,2,2,2024-04-26,0,0
S-1773,SKU-059,1,1,2024-04-26,0,0
S-1773,SKU-156,1,1,2024-04-26,0,0
S-1774,SKU-031,1,1,2024-03-13,0,0
S-1775,SKU-076,3,3,2024-01-21,0,0
S-1775,SKU-047,1,1,2024-01-21,0,1
S-1775,SKU-039,1,1,2024-01-21,0,0
S-1776,SKU-178,1,1,2024-03-15,0,0
S-1778,SKU-196,2,2,2024-01-12,0,0
S-1778,SKU-103,1,1,2024-01-12,0,0
S-1779,SKU-080,4,4,2024-01-11,0,0
S-1779,SKU-035,1,0,2024-01-11,0,0
S-1780,SKU-008,1,1,2024-01-15,0,1
S-1781,SKU-021,1,1,2024-04-16,0,0
S-1781,SKU-046,1,1,2024-04-16,0,0
S-1781,SKU-072,1,1,2024-04-16,0,0
S-1782,SKU-129,1,1,2024-03-20,0,0
S-1782,SKU-137,4,4,2024-03-20,0,0
S-1782,SKU-065,1,1,2024-03-20,1,0
S-1783,SKU-002,1,1,2024-03-30,0,0
S-1784,SKU-195,2,2,2024-03-29,0,0
S-1785,SKU-122,3,3,2024-01-11,0,1
S-1785,SKU-028,1,0,2024-01-11,0,0
S-1785,SKU-151,3,3,2024-01-11,0,0
S-1786,SKU-127,1,1,2024-03-06,0,0
S-1786,SKU-183,1,1,2024-03-06,0,0
S-1786,SKU-144,1,1,2024-03-06,0,0
S-1787,SKU-045,2,2,2024-01-10,0,0
S-1788,SKU-004,1,1,2024-05-05,0,0
S-1788,SKU-153,1,1,2024-05-05,0,0
S-1788,SKU-114,3,2,2024-05-05,0,0
S-1788,SKU-092,2,2,2024-05-05,0,0
S-1789,SKU-068,2,2,2024-02-14,0,0
S-1789,SKU-043,1,1,2024-02-14,0,0
S-1790,SKU-038,2,2,2024-04-28,0,0
S-1791,SKU-043,3,3,2024-04-24,0,0
S-1792,SKU-136,2,2,2024-01-27,0,0
S-1792,SKU-065,1,1,2024-01-27,0,0
S-1793,SKU-053,1,0,2024-01-26,0,1
S-1794,SKU-059,2,2,2024-04-04,0,0
S-1794,SKU-089,1,1,2024-04-04,0,1
S-1794,SKU-111,2,2,2024-04-04,0,0
S-1795,SKU-013,1,1,2024-01-05,0,1
S-1796,SKU-090,2,2,2024-02-24,0,0
S-1796,SKU-142,1,1,2024-02-24,0,0
S-1796,SKU-163,2,2,2024-02-24,0,0
S-1797,SKU-132,4,4,2024-04-04,0,1
S-1798,SKU-045,1,0,2024-04-04,0,0
S-1799,SKU-172,3,2,2024-04-03,0,0
S-1799,SKU-032,1,1,2024-04-03,0,1
S-1800,SKU-084,1,0,2024-02-10,0,0
S-1800,SKU-093,1,1,2024-02-10,0,0
S-1800,SKU-065,2,1,2024-02-10,0,1
S-1800,SKU-129,2,2,2024-02-10,0,0
S-1801,SKU-066,1,1,2024-01-22,0,0
S-1801,SKU-168,1,1,2024-01-22,0,0
S-1801,SKU-095,2,2,2024-01-22,0,0
S-1801,SKU-079,3,3,2024-01-22,0,0
S-1802,SKU-020,1,1,2024-02-27,0,0
S-1802,SKU-051,2,2,2024-02-27,0,0
S-1802,SKU-036,1,1,2024-02-27,0,0
S-1802,SKU-029,1,1,2024-02-27,0,0
S-1803,SKU-138,2,2,2024-01-11,0,1
S-1804,SKU-198,2,2,2024-01-12,0,0
S-1805,SKU-175,1,1,2024-02-27,0,0
S-1807,SKU-022,1,1,2024-03-07,0,0
S-1807,SKU-116,2,2,2024-03-07,0,0
S-1807,SKU-188,4,4,2024-03-07,0,0
S-1807,SKU-113,1,1,2024-03-07,0,0
S-1808,SKU-165,1,1,2024-03-25,0,0
S-1809,SKU-166,1,1,2024-03-24,0,0
S-1810,SKU-044,1,1,2024-01-12,0,0
S-1810,SKU-050,1,1,2024-01-12,0,1
S-1810,SKU-008,1,0,2024-01-12,0,0
S-1811,SKU-176,2,2,2024-03-03,0,0
S-1812,SKU-044,1,0,2024-03-03,0,0
S-1813,SKU-091,1,1,2024-03-18,0,0
S-1813,SKU-183,1,1,2024-03-18,0,0
S-1813,SKU-004,1,1,2024-03-18,0,0
S-1814,SKU-064,1,1,2024-02-22,0,0
S-1814,SKU-100,1,1,2024-02-22,0,0
S-1814,SKU-156,1,1,2024-02-22,0,0
S-1815,SKU-050,1,1,2024-01-23,0,0
S-1815,SKU-163,1,1,2024-01-23,0,0
S-1816,SKU-009,1,1,2024-01-23,0,0
S-1816,SKU-183,3,3,2024-01-23,0,0
S-1817,SKU-038,2,2,2024-01-20,0,0
S-1817,SKU-129,1,1,2024-01-20,0,1
S-1817,SKU-140,1,0,2024-01-20,0,0
S-1817,SKU-185,1,1,2024-01-20,0,0
S-1818,SKU-059,4,4,2024-03-31,0,0
S-1820,SKU-004,1,1,2024-02-14,0,0
S-1821,SKU-180,1,1,2024-03-15,0,0
S-1822,SKU-132,1,1,2024-02-17,0,0
S-1823,SKU-184,2,2,2024-01-15,0,0
S-1824,SKU-113,3,3,2024-03-02,0,0
S-1824,SKU-130,1,1,2024-03-02,0,0
S-1824,SKU-074,3,3,2024-03-02,1,0
S-1824,SKU-122,1,1,2024-03-02,0,0
S-1825,SKU-072,2,2,2024-04-17,0,0
S-1825,SKU-172,2,1,2024-04-17,0,1
S-1825,SKU-066,1,1,2024-04-17,0,0
S-1825,SKU-045,2,1,2024-04-17,0,0
S-1826,SKU-137,1,1,2024-02-18,0,0
S-1826,SKU-014,1,1,2024-02-18,0,0
S-1827,SKU-093,1,0,2024-03-20,0,0
S-1828,SKU-122,2,2,2024-01-18,0,0
S-1828,SKU-155,1,1,2024-01-18,0,1
S-1829,SKU-142,2,2,2024-02-26,0,0
S-1829,SKU-181,2,2,2024-02-26,0,0
S-1830,SKU-116,1,1,2024-02-26,0,0
S-1831,SKU-153,2,2,2024-03-28,0,0
S-1831,SKU-062,2,2,2024-03-28,0,0
S-1832,SKU-165,1,1,2024-03-28,0,0
S-1833,SKU-129,2,2,2024-04-18,0,0
S-1833,SKU-132,1,0,2024-04-18,0,1
S-1833,SKU-117,2,2,2024-04-18,0,0
S-1834,SKU-160,4,4,2024-02-07,0,0
S-1834,SKU-146,1,1,2024-02-07,0,0
S-1835,SKU-151,1,1,2024-03-21,0,0
S-1837,SKU-199,1,1,2024-03-25,0,0
S-1837,SKU-132,1,1,2024-03-25,0,0
S-1837,SKU-040,1,1,2024-03-25,0,1
S-1838,SKU-124,1,0,2024-04-12,0,0
S-1838,SKU-081,1,1,2024-04-12,0,0
S-1839,SKU-123,1,1,2024-04-26,1,0
S-1840,SKU-175,3,3,2024-04-30,0,1
S-1840,SKU-116,2,2,2024-04-30,0,0
S-1841,SKU-071,4,4,2024-04-30,0,0
S-1842,SKU-010,2,2,2024-01-27,0,0
S-1842,SKU-060,2,2,2024-01-27,0,1
S-1843,SKU-139,1,1,2024-04-03,0,0
S-1843,SKU-192,1,1,2024-04-03,0,0
S-1843,SKU-098,1,1,2024-04-03,0,0
S-1843,SKU-182,2,2,2024-04-03,1,0
S-1844,SKU-053,1,0,2024-04-14,0,0
S-1844,SKU-143,1,1,2024-04-14,0,0
S-1845,SKU-061,2,1,2024-02-24,0,0
S-1845,SKU-134,1,1,2024-02-24,0,0
S-1845,SKU-042,1,1,2024-02-24,0,0
S-1845,SKU-116,1,1,2024-02-24,0,0
S-1846,SKU-169,1,1,2024-03-23,0,0
S-1846,SKU-029,2,2,2024-03-23,0,0
S-1846,SKU-166,4,4,2024-03-23,0,0
S-1846,SKU-141,3,3,2024-03-23,0,0
S-1847,SKU-146,1,1,2024-04-22,0,0
S-1847,SKU-054,1,1,2024-04-22,0,0
S-1848,SKU-132,1,1,2024-04-25,0,0
S-1850,SKU-143,1,1,2024-03-31,0,0
S-1850,SKU-055,4,4,2024-03-31,0,0
S-1851,SKU-148,1,1,2024-03-30,0,0
S-1851,SKU-183,1,1,2024-03-30,0,0
S-1852,SKU-059,3,2,2024-03-31,0,0
S-1852,SKU-048,2,1,2024-03-31,0,0
S-1852,SKU-030,4,4,2024-03-31,0,1
S-1852,SKU-004,1,1,2024-03-31,1,0
S-1853,SKU-178,1,1,2024-01-26,1,0
S-1854,SKU-098,1,1,2024-02-04,0,0
S-1854,SKU-119,4,4,2024-02-04,0,1
S-1855,SKU-112,1,1,2024-02-02,1,0
S-1855,SKU-099,1,0,2024-02-02,0,0
S-1856,SKU-162,1,1,2024-04-22,0,0
S-1857,SKU-153,1,1,2024-04-22,0,0
S-1858,SKU-032,2,2,2024-02-08,0,0
S-1858,SKU-003,1,0,2024-02-08,0,0
S-1858,SKU-099,1,1,2024-02-08,0,0
S-1858,SKU-184,1,1,2024-02-08,0,0
S-1859,SKU-099,1,1,2024-02-14,1,0
S-1860,SKU-096,1,1,2024-02-14,0,0
S-1861,SKU-061,1,1,2024-04-13,0,0
S-1861,SKU-142,1,1,2024-04-13,0,0
S-1861,SKU-186,1,1,2024-04-13,0,0
S-1861,SKU-016,2,2,2024-04-13,0,0
S-1862,SKU-151,1,1,2024-04-08,0,0
S-1863,SKU-194,2,2,2024-02-24,0,0
S-1863,SKU-124,1,1,2024-02-24,0,0
S-1863,SKU-013,4,4,2024-02-24,0,0
S-1864,SKU-165,1,1,2024-04-08,0,0
S-1865,SKU-050,1,1,2024-01-21,0,0
S-1865,SKU-081,3,3,2024-01-21,0,0
S-1865,SKU-080,1,0,2024-01-21,0,0
S-1866,SKU-001,1,1,2024-03-08,0,0
S-1866,SKU-026,4,4,2024-03-08,0,1
S-1866,SKU-009,1,1,2024-03-08,0,1
S-1866,SKU-174,1,1,2024-03-08,0,0
S-1867,SKU-047,1,1,2024-04-09,0,0
S-1868,SKU-095,2,2,2024-01-24,0,0
S-1868,SKU-072,3,3,2024-01-24,0,1
S-1869,SKU-098,3,3,2024-04-30,0,1
S-1871,SKU-020,2,2,2024-05-02,0,0
S-1873,SKU-177,1,1,2024-01-26,1,0
S-1873,SKU-006,1,1,2024-01-26,0,0
S-1874,SKU-111,2,2,2024-01-24,0,0
S-1874,SKU-100,2,2,2024-01-24,0,0
S-1874,SKU-172,2,2,2024-01-24,0,0
S-1874,SKU-109,1,1,2024-01-24,0,0
S-1875,SKU-166,1,1,2024-04-22,0,0
S-1875,SKU-101,2,2,2024-04-22,0,0
S-1876,SKU-182,1,0,2024-04-01,0,0
S-1876,SKU-023,1,0,2024-04-01,0,0
S-1877,SKU-073,1,1,2024-04-30,0,0
S-1877,SKU-001,1,1,2024-04-30,0,1
S-1878,SKU-115,1,1,2024-04-30,0,0
S-1879,SKU-103,1,1,2024-03-11,0,0
S-1881,SKU-069,3,3,2024-02-13,0,0
S-1881,SKU-152,1,1,2024-02-13,0,0
S-1882,SKU-004,2,2,2024-02-22,0,0
S-1882,SKU-011,2,2,2024-02-22,0,0
S-1882,SKU-134,2,2,2024-02-22,0,0
S-1882,SKU-158,1,1,2024-02-22,0,1
S-1883,SKU-108,1,1,2024-03-11,0,0
S-1884,SKU-141,1,1,2024-03-12,0,0
S-1885,SKU-097,1,1,2024-03-25,0,0
S-1885,SKU-142,1,1,2024-03-25,0,0
S-1886,SKU-037,1,1,2024-03-25,0,1
S-1886,SKU-137,2,2,2024-03-25,0,0
S-1887,SKU-118,1,1,2024-01-28,0,0
S-1887,SKU-041,1,1,2024-01-28,0,0
S-1887,SKU-100,2,2,2024-01-28,0,0
S-1887,SKU-156,1,1,2024-01-28,0,0
S-1888,SKU-143,2,2,2024-03-13,0,0
S-1889,SKU-111,4,4,2024-03-12,1,0
S-1890,SKU-163,1,1,2024-03-01,0,0
S-1890,SKU-145,1,1,2024-03-01,0,0
S-1891,SKU-136,1,1,2024-04-13,0,0
S-1891,SKU-175,1,1,2024-04-13,0,0
S-1892,SKU-170,1,1,2024-04-11,1,0
S-1893,SKU-095,2,2,2024-02-05,0,1
S-1893,SKU-094,2,2,2024-02-05,0,1
S-1893,SKU-008,3,3,2024-02-05,0,0
S-1894,SKU-093,2,2,2024-03-30,0,0
S-1895,SKU-146,3,3,2024-04-23,0,0
S-1895,SKU-020,2,2,2024-04-23,0,0
S-1895,SKU-117,1,1,2024-04-23,0,0
S-1896,SKU-061,1,1,2024-04-19,0,0
S-1898,SKU-006,2,2,2024-04-02,0,0
S-1898,SKU-023,1,0,2024-04-02,0,0
S-1899,SKU-196,1,1,2024-02-18,0,0
S-1899,SKU-180,3,3,2024-02-18,0,0
S-1900,SKU-134,1,1,2024-02-12,0,0
S-1900,SKU-162,1,1,2024-02-12,0,0
S-1900,SKU-148,2,1,2024-02-12,0,0
S-1901,SKU-021,2,2,2024-03-21,0,0
S-1901,SKU-004,4,4,2024-03-21,0,1
S-1901,SKU-078,1,0,2024-03-21,0,0
S-1902,SKU-036,4,4,2024-01-09,0,0
S-1903,SKU-095,4,4,2024-01-10,0,0
S-1904,SKU-093,1,1,2024-02-01,0,0
S-1905,SKU-131,1,1,2024-01-28,1,0
S-1907,SKU-031,2,2,2024-04-03,0,0
S-1907,SKU-118,3,3,2024-04-03,0,0
S-1908,SKU-024,1,1,2024-01-09,0,0
S-1908,SKU-181,1,1,2024-01-09,0,1
S-1908,SKU-172,2,2,2024-01-09,0,0
S-1908,SKU-075,4,4,2024-01-09,0,0
S-1909,SKU-155,2,2,2024-01-19,0,0
S-1910,SKU-025,1,1,2024-01-21,0,0
S-1910,SKU-020,1,0,2024-01-21,0,0
S-1910,SKU-139,1,0,2024-01-21,0,0
S-1911,SKU-024,3,3,2024-05-05,0,0
S-1912,SKU-152,1,1,2024-02-18,1,0
S-1912,SKU-183,1,0,2024-02-18,0,0
S-1913,SKU-069,2,2,2024-03-25,0,0
S-1913,SKU-046,2,2,2024-03-25,0,0
S-1913,SKU-112,3,3,2024-03-25,0,0
S-1914,SKU-123,1,1,2024-01-09,0,0
S-1915,SKU-086,2,2,2024-01-08,0,0
S-1916,SKU-020,2,2,2024-03-23,0,0
S-1917,SKU-182,1,1,2024-01-08,1,0
S-1917,SKU-185,1,1,2024-01-08,0,0
S-1917,SKU-068,2,2,2024-01-08,0,0
S-1917,SKU-014,2,1,2024-01-08,0,0
S-1918,SKU-142,1,1,2024-03-29,0,0
S-1919,SKU-175,2,2,2024-03-28,0,0
S-1919,SKU-076,2,2,2024-03-28,0,0
S-1919,SKU-096,2,2,2024-03-28,0,1
S-1920,SKU-200,2,2,2024-01-07,0,0
S-1920,SKU-033,2,2,2024-01-07,1,0
S-1920,SKU-130,1,1,2024-01-07,0,0
S-1920,SKU-112,1,1,2024-01-07,0,0
S-1921,SKU-094,1,1,2024-04-08,0,0
S-1922,SKU-001,1,1,2024-03-23,0,0
S-1922,SKU-182,2,2,2024-03-23,0,0
S-1923,SKU-013,1,0,2024-03-25,0,0
S-1923,SKU-017,1,1,2024-03-25,0,0
S-1924,SKU-188,2,2,2024-03-26,0,0
S-1925,SKU-071,2,2,2024-04-05,0,0
S-1925,SKU-105,2,2,2024-04-05,0,0
S-1926,SKU-035,3,3,2024-03-05,0,0
S-1926,SKU-055,1,1,2024-03-05,0,0
S-1927,SKU-044,1,1,2024-03-05,1,0
S-1928,SKU-129,2,2,2024-02-12,0,0
S-1929,SKU-144,3,3,2024-05-06,0,0
S-1929,SKU-157,1,0,2024-05-06,0,0
S-1929,SKU-084,1,1,2024-05-06,1,0
S-1930,SKU-125,1,1,2024-02-11,1,1
S-1930,SKU-023,1,1,2024-02-11,0,0
S-1930,SKU-134,1,1,2024-02-11,0,0
S-1931,SKU-068,1,1,2024-03-17,0,0
S-1931,SKU-177,2,2,2024-03-17,0,0
S-1932,SKU-024,1,1,2024-03-18,1,0
S-1932,SKU-035,1,1,2024-03-18,0,0
S-1933,SKU-100,1,1,2024-03-17,0,0
S-1933,SKU-139,2,2,2024-03-17,0,0
S-1934,SKU-124,1,1,2024-02-22,0,0
S-1934,SKU-016,1,1,2024-02-22,0,0
S-1934,SKU-017,4,3,2024-02-22,0,0
S-1934,SKU-090,2,2,2024-02-22,0,0
S-1935,SKU-096,2,2,2024-02-17,0,0
S-1935,SKU-001,2,2,2024-02-17,0,0
S-1935,SKU-148,2,2,2024-02-17,0,0
S-1936,SKU-028,1,1,2024-03-14,0,0
S-1936,SKU-023,1,1,2024-03-14,0,0
S-1936,SKU-169,1,1,2024-03-14,0,0
S-1937,SKU-021,1,1,2024-04-27,0,0
S-1937,SKU-191,4,4,2024-04-27,0,0
S-1937,SKU-012,1,1,2024-04-27,0,0
S-1937,SKU-192,1,1,2024-04-27,0,0
S-1938,SKU-035,2,2,2024-04-27,0,0
S-1939,SKU-146,2,2,2024-04-27,0,0
S-1940,SKU-119,1,1,2024-05-02,0,0
S-1940,SKU-009,2,2,2024-05-02,0,0
S-1941,SKU-175,1,1,2024-02-15,0,0
S-1941,SKU-081,3,3,2024-02-15,0,0
S-1941,SKU-152,3,3,2024-02-15,0,0
S-1942,SKU-066,1,1,2024-01-17,0,0
S-1942,SKU-168,2,2,2024-01-17,0,0
S-1942,SKU-180,1,1,2024-01-17,0,0
S-1943,SKU-080,2,2,2024-01-17,0,0
S-1943,SKU-183,1,1,2024-01-17,0,0
S-1943,SKU-144,1,1,2024-01-17,0,0
S-1944,SKU-037,2,2,2024-04-15,0,0
S-1945,SKU-166,1,1,2024-04-16,0,0
S-1946,SKU-120,1,0,2024-03-02,0,0
S-1947,SKU-147,2,2,2024-02-22,0,0
S-1947,SKU-152,2,2,2024-02-22,0,0
S-1947,SKU-143,1,1,2024-02-22,0,1
S-1947,SKU-055,1,1,2024-02-22,0,0
S-1948,SKU-066,1,0,2024-02-26,0,0
S-1949,SKU-121,1,1,2024-01-15,0,0
S-1949,SKU-197,2,2,2024-01-15,0,0
S-1949,SKU-106,1,1,2024-01-15,0,0
S-1949,SKU-030,2,2,2024-01-15,0,0
S-1950,SKU-122,1,1,2024-02-11,0,0
S-1950,SKU-052,4,4,2024-02-11,0,0
S-1951,SKU-055,1,1,2024-04-07,0,0
S-1951,SKU-022,2,2,2024-04-07,1,0
S-1952,SKU-067,1,1,2024-02-16,0,0
S-1953,SKU-199,1,1,2024-03-19,1,0
S-1953,SKU-091,1,1,2024-03-19,0,1
S-1953,SKU-012,2,2,2024-03-19,0,0
S-1953,SKU-040,1,1,2024-03-19,0,0
S-1954,SKU-018,1,1,2024-02-11,0,0
S-1954,SKU-176,1,1,2024-02-11,0,0
S-1955,SKU-047,1,1,2024-02-10,0,0
S-1956,SKU-187,2,2,2024-04-16,0,1
S-1957,SKU-066,1,1,2024-04-26,0,0
S-1958,SKU-113,2,2,2024-04-26,0,0
S-1959,SKU-087,1,1,2024-02-11,0,0
S-1959,SKU-108,1,1,2024-02-11,0,0
S-1960,SKU-039,1,0,2024-02-11,0,1
S-1961,SKU-140,1,1,2024-03-23,0,0
S-1962,SKU-070,2,2,2024-03-23,0,1
S-1963,SKU-115,2,2,2024-04-25,0,0
S-1963,SKU-191,1,1,2024-04-25,0,0
S-1963,SKU-110,2,2,2024-04-25,0,0
S-1963,SKU-050,3,2,2024-04-25,0,0
S-1964,SKU-139,1,1,2024-03-06,0,0
S-1964,SKU-050,1,1,2024-03-06,0,0
S-1964,SKU-077,2,2,2024-03-06,0,0
S-1964,SKU-129,2,2,2024-03-06,0,1
S-1965,SKU-059,1,1,2024-03-17,1,0
S-1966,SKU-104,2,2,2024-01-07,0,0
S-1966,SKU-162,1,1,2024-01-07,0,0
S-1967,SKU-077,2,2,2024-01-08,0,0
S-1967,SKU-036,1,0,2024-01-08,0,0
S-1968,SKU-014,1,1,2024-01-22,0,0
S-1969,SKU-114,2,2,2024-03-05,0,1
S-1969,SKU-071,2,2,2024-03-05,0,0
S-1970,SKU-093,1,1,2024-01-14,0,0
S-1970,SKU-115,2,2,2024-01-14,0,1
S-1970,SKU-159,1,1,2024-01-14,0,0
S-1970,SKU-086,2,2,2024-01-14,0,0
S-1971,SKU-041,1,1,2024-03-17,0,0
S-1971,SKU-053,2,2,2024-03-17,0,0
S-1971,SKU-145,1,1,2024-03-17,0,0
S-1971,SKU-047,1,1,2024-03-17,0,0
S-1972,SKU-086,2,2,2024-02-03,0,1
S-1974,SKU-028,2,2,2024-04-11,0,0
S-1975,SKU-180,1,1,2024-02-10,0,0
S-1975,SKU-127,2,2,2024-02-10,0,0
S-1975,SKU-080,1,1,2024-02-10,0,0
S-1975,SKU-162,3,3,2024-02-10,0,0
S-1976,SKU-022,1,1,2024-03-22,0,1
S-1976,SKU-026,1,1,2024-03-22,0,0
S-1976,SKU-119,1,1,2024-03-22,0,0
S-1977,SKU-176,2,2,2024-04-29,0,0
S-1977,SKU-154,1,1,2024-04-29,0,0
S-1977,SKU-005,2,1,2024-04-29,0,0
S-1978,SKU-181,2,2,2024-03-30,0,0
S-1978,SKU-114,2,1,2024-03-30,0,0
S-1978,SKU-175,1,1,2024-03-30,0,0
S-1978,SKU-100,1,0,2024-03-30,0,0
S-1979,SKU-104,1,1,2024-04-06,0,0
S-1979,SKU-159,1,1,2024-04-06,0,0
S-1979,SKU-184,1,1,2024-04-06,0,1
S-1980,SKU-069,1,1,2024-01-11,0,0
S-1981,SKU-175,2,2,2024-03-09,0,0
S-1981,SKU-046,1,1,2024-03-09,0,0
S-1982,SKU-047,1,1,2024-03-19,0,0
S-1982,SKU-171,1,0,2024-03-19,0,0
S-1982,SKU-035,1,1,2024-03-19,0,0
S-1982,SKU-113,1,1,2024-03-19,0,0
S-1983,SKU-003,1,1,2024-01-11,0,0
S-1984,SKU-041,2,2,2024-01-11,0,0
S-1985,SKU-021,1,1,2024-03-24,0,0
S-1986,SKU-029,3,3,2024-01-29,0,0
S-1986,SKU-087,1,1,2024-01-29,0,0
S-1987,SKU-185,1,1,2024-01-29,0,0
S-1987,SKU-055,1,1,2024-01-29,0,0
S-1988,SKU-163,1,1,2024-01-06,0,0
