order_id,sku,product_category,ordered_qty,unit_price
O-101273,SKU-116,Home,3,1015.58
O-101273,SKU-131,Electronics,2,994.42
O-101273,SKU-080,Beauty,2,1395.01
O-101274,SKU-003,Home,1,1347.42
O-101275,SKU-144,Fashion,1,985.2
O-101276,SKU-027,Home,2,2364.74
O-101276,SKU-099,Fashion,4,1349.64
O-101276,SKU-037,Sports,1,526.77
O-101277,SKU-195,Beauty,3,396.33
O-101277,SKU-063,Fashion,1,175.13
O-101277,SKU-162,Sports,2,1146.95
O-101278,SKU-140,Electronics,1,2933.72
O-101278,SKU-033,Sports,3,1353.39
O-101279,SKU-147,Home,1,1309.98
O-101279,SKU-200,Fashion,2,932.22
O-101280,SKU-137,Beauty,2,671.9
O-101281,SKU-137,Home,1,1239.87
O-101281,SKU-179,Sports,1,1927.41
O-101281,SKU-129,Electronics,1,2367.81
O-101282,SKU-112,Beauty,1,1225.59
O-101282,SKU-036,Home,1,2297.09
O-101282,SKU-067,Sports,2,2451.46
O-101282,SKU-102,Beauty,1,1016.16
O-101283,SKU-155,Electronics,1,1145.13
O-101283,SKU-148,Beauty,2,1469.78
O-101284,SKU-006,Electronics,1,2940.03
O-101284,SKU-160,Electronics,1,4910.67
O-101285,SKU-077,Electronics,2,1188.18
O-101286,SKU-055,Home,2,262.82
O-101286,SKU-029,Fashion,3,1499.85
O-101286,SKU-151,Sports,3,1860.31
O-101287,SKU-164,Beauty,1,1170.5
O-101287,SKU-042,Electronics,2,1691.17
O-101287,SKU-053,Home,1,355.19
O-101287,SKU-183,Home,1,2467.73
O-101288,SKU-122,Electronics,1,1765.03
O-101288,SKU-185,Fashion,1,125.85
O-101288,SKU-105,Home,3,1401.82
O-101289,SKU-064,Electronics,1,984.62
O-101290,SKU-066,Fashion,1,493.79
O-101291,SKU-143,Beauty,1,1620.72
O-101291,SKU-131,Fashion,1,1248.97
O-101291,SKU-025,Electronics,2,2649.63
O-101292,SKU-043,Fashion,1,1218.65
O-101292,SKU-093,Beauty,1,1783.94
O-101292,SKU-072,Home,2,2409.31
O-101292,SKU-193,Fashion,1,91.91
O-101293,SKU-032,Sports,4,1391.12
O-101294,SKU-025,Fashion,1,792.26
O-101294,SKU-110,Electronics,1,4241.36
O-101295,SKU-050,Fashion,1,609.87
O-101295,SKU-179,Electronics,1,2873.43
O-101295,SKU-075,Sports,4,591.41
O-101296,SKU-107,Beauty,1,169.65
O-101296,SKU-103,Electronics,4,1502.67
O-101296,SKU-017,Sports,3,788.03
O-101296,SKU-121,Home,2,1677.34
O-101297,SKU-180,Sports,1,1116.23
O-101297,SKU-067,Sports,4,2130.75
O-101297,SKU-153,Electronics,2,4477.25
O-101297,SKU-138,Sports,2,2263.33
O-101298,SKU-139,Beauty,1,1092.18
O-101298,SKU-187,Beauty,2,1453.72
O-101298,SKU-001,Sports,1,676.81
O-101299,SKU-038,Electronics,1,1912.74
O-101300,SKU-070,Electronics,2,1446.74
O-101301,SKU-114,Sports,2,2214.83
O-101301,SKU-070,Electronics,1,1926.32
O-101301,SKU-106,Home,1,2329.7
O-101302,SKU-084,Home,3,82.18
O-101302,SKU-160,Beauty,1,2312.23
O-101303,SKU-161,Beauty,2,742.5
O-101303,SKU-097,Sports,1,1509.02
O-101303,SKU-068,Sports,4,1318.05
O-101303,SKU-140,Sports,3,1976.31
O-101304,SKU-064,Beauty,1,637.43
O-101304,SKU-179,Sports,1,137.22
O-101304,SKU-149,Sports,2,2303.81
O-101305,SKU-113,Sports,1,650.69
O-101305,SKU-080,Fashion,4,174.49
O-101305,SKU-130,Electronics,2,1970.65
O-101305,SKU-098,Fashion,1,1261.41
O-101306,SKU-088,Fashion,4,900.02
O-101306,SKU-151,Electronics,1,2811.7
O-101306,SKU-067,Electronics,1,2378.34
O-101307,SKU-032,Home,1,1253.59
O-101307,SKU-158,Sports,1,1056.74
O-101308,SKU-174,Beauty,2,1469.94
O-101308,SKU-047,Fashion,2,168.03
O-101308,SKU-015,Home,1,977.43
O-101308,SKU-176,Beauty,2,598.02
O-101309,SKU-178,Electronics,2,1378.8
O-101309,SKU-012,Electronics,1,4583.61
O-101309,SKU-090,Beauty,1,435.44
O-101310,SKU-021,Electronics,1,3505.09
O-101310,SKU-109,Home,2,806.92
O-101310,SKU-175,Sports,1,886.85
O-101311,SKU-138,Sports,1,960.7
O-101311,SKU-193,Beauty,3,1549.67
O-101311,SKU-198,Home,3,1341.25
O-101312,SKU-108,Fashion,1,1250.95
O-101313,SKU-064,Home,1,273.47
O-101313,SKU-106,Electronics,1,2127.82
O-101313,SKU-182,Sports,1,381.34
O-101314,SKU-149,Fashion,1,364.1
O-101314,SKU-067,Fashion,2,512.2
O-101315,SKU-154,Electronics,1,1468.18
O-101315,SKU-015,Electronics,1,410.9
O-101315,SKU-098,Electronics,1,2991.33
O-101315,SKU-125,Sports,1,678.57
O-101316,SKU-168,Sports,2,1147.72
O-101316,SKU-167,Fashion,1,1447.4
O-101317,SKU-035,Sports,1,1650.06
O-101317,SKU-077,Sports,2,2377.24
O-101318,SKU-065,Home,1,949.87
O-101319,SKU-013,Beauty,1,1561.78
O-101319,SKU-076,Fashion,3,966.28
O-101319,SKU-097,Sports,4,295.86
O-101320,SKU-158,Beauty,3,2330.88
O-101321,SKU-111,Beauty,2,124.49
O-101321,SKU-128,Electronics,2,4692.75
O-101322,SKU-084,Beauty,1,2140.64
O-101323,SKU-068,Electronics,3,3695.83
O-101323,SKU-042,Fashion,1,157.52
O-101324,SKU-081,Fashion,2,267.12
O-101324,SKU-109,Beauty,1,1411.16
O-101325,SKU-194,Fashion,1,1438.35
O-101325,SKU-114,Sports,1,1708.55
O-101326,SKU-008,Sports,1,1062.44
O-101327,SKU-116,Home,1,850.25
O-101327,SKU-079,Home,3,1269.95
O-101327,SKU-197,Sports,1,1383.44
O-101327,SKU-082,Sports,1,63.13
O-101328,SKU-008,Beauty,2,384.06
O-101329,SKU-034,Fashion,2,1395.86
O-101329,SKU-063,Beauty,1,1864.27
O-101329,SKU-095,Beauty,1,190.95
O-101330,SKU-034,Home,3,446.54
O-101331,SKU-198,Beauty,1,1637.31
O-101332,SKU-087,Electronics,1,905.05
O-101332,SKU-180,Beauty,1,1465.42
O-101332,SKU-075,Fashion,3,907.2
O-101332,SKU-014,Sports,3,1936.59
O-101333,SKU-156,Electronics,1,2119.42
O-101333,SKU-089,Beauty,2,595.4
O-101333,SKU-059,Home,1,1277.74
O-101333,SKU-014,Home,2,1519.15
O-101334,SKU-031,Home,1,1844.81
O-101335,SKU-039,Beauty,1,1909.85
O-101335,SKU-076,Beauty,3,739.27
O-101335,SKU-047,Beauty,1,670.9
O-101336,SKU-178,Beauty,1,1501.84
O-101337,SKU-080,Fashion,4,647.11
O-101337,SKU-103,Sports,1,458.66
O-101337,SKU-035,Electronics,1,1205.21
O-101337,SKU-196,Beauty,2,199.52
O-101338,SKU-008,Electronics,1,4430.62
O-101339,SKU-021,Electronics,1,3544.2
O-101339,SKU-046,Electronics,1,1846.59
O-101339,SKU-072,Fashion,1,1394.42
O-101340,SKU-129,Sports,1,1998.21
O-101340,SKU-065,Beauty,1,1076.78
O-101340,SKU-137,Electronics,4,3025.15
O-101341,SKU-002,Sports,1,1965.82
O-101341,SKU-195,Electronics,2,1202.63
O-101342,SKU-028,Sports,1,1098.04
O-101342,SKU-122,Beauty,3,1221.25
O-101342,SKU-151,Beauty,3,2052.0
O-101343,SKU-183,Home,1,1451.09
O-101343,SKU-127,Home,1,2105.1
O-101343,SKU-144,Electronics,1,3321.82
O-101344,SKU-045,Sports,2,979.58
O-101345,SKU-153,Fashion,1,1293.44
O-101345,SKU-092,Beauty,2,1543.15
O-101345,SKU-114,Home,3,659.64
O-101345,SKU-004,Beauty,1,1307.32
O-101346,SKU-068,Beauty,2,1832.48
O-101346,SKU-043,Electronics,1,1940.3
O-101347,SKU-038,Electronics,2,1148.24
O-101348,SKU-043,Electronics,3,3602.65
O-101349,SKU-053,Home,1,83.18
O-101349,SKU-136,Beauty,2,853.45
O-101349,SKU-065,Fashion,1,557.13
O-101350,SKU-059,Sports,2,1614.16
O-101350,SKU-111,Beauty,2,471.0
O-101350,SKU-089,Sports,1,1708.16
O-101351,SKU-013,Beauty,1,2241.93
O-101352,SKU-142,Home,1,1452.69
O-101352,SKU-090,Fashion,2,890.24
O-101352,SKU-163,Fashion,2,220.53
O-101353,SKU-132,Fashion,4,1295.65
O-101353,SKU-045,Home,1,2220.03
O-101354,SKU-032,Sports,1,1922.84
O-101354,SKU-172,Home,3,840.57
O-101355,SKU-129,Fashion,2,238.62
O-101355,SKU-084,Electronics,1,4142.0
O-101355,SKU-065,Electronics,2,328.4
O-101355,SKU-093,Beauty,1,152.72
O-101356,SKU-066,Fashion,1,239.26
O-101356,SKU-079,Beauty,3,2329.57
O-101356,SKU-168,Fashion,1,975.19
O-101356,SKU-095,Home,2,1008.72
O-101357,SKU-051,Home,2,2175.1
O-101357,SKU-020,Home,1,1667.97
O-101357,SKU-029,Beauty,1,732.19
O-101357,SKU-036,Fashion,1,844.86
O-101358,SKU-198,Sports,2,407.19
O-101358,SKU-138,Beauty,2,1680.84
O-101359,SKU-175,Sports,1,1215.47
O-101360,SKU-188,Beauty,4,2137.22
O-101360,SKU-022,Home,1,438.52
O-101360,SKU-116,Home,2,1105.15
O-101360,SKU-113,Fashion,1,1024.84
O-101361,SKU-166,Home,1,2242.86
O-101361,SKU-165,Beauty,1,1467.56
O-101362,SKU-044,Sports,1,453.77
O-101362,SKU-008,Sports,1,52.9
O-101362,SKU-050,Beauty,1,1057.78
O-101363,SKU-176,Electronics,2,2999.94
O-101363,SKU-044,Beauty,1,1692.15
O-101364,SKU-091,Sports,1,97.35
O-101364,SKU-183,Electronics,1,3635.39
O-101364,SKU-004,Electronics,1,4624.67
O-101365,SKU-156,Electronics,1,4945.84
O-101365,SKU-100,Fashion,1,1022.46
O-101365,SKU-064,Fashion,1,934.62
O-101366,SKU-183,Beauty,3,892.83
O-101366,SKU-163,Sports,1,517.02
O-101366,SKU-050,Home,1,1863.37
O-101366,SKU-009,Fashion,1,1145.35
O-101367,SKU-185,Fashion,1,533.25
O-101367,SKU-140,Sports,1,2159.01
O-101367,SKU-129,Home,1,880.74
O-101367,SKU-038,Fashion,2,391.55
O-101368,SKU-059,Fashion,4,593.44
O-101369,SKU-004,Electronics,1,553.57
O-101370,SKU-180,Electronics,1,1426.41
O-101371,SKU-132,Electronics,1,3118.31
O-101372,SKU-184,Beauty,2,1196.43
O-101373,SKU-113,Sports,3,559.93
O-101373,SKU-122,Electronics,1,1148.08
O-101373,SKU-130,Beauty,1,2274.26
O-101373,SKU-074,Fashion,3,153.69
O-101374,SKU-045,Fashion,2,694.34
O-101374,SKU-072,Fashion,2,1062.34
O-101374,SKU-066,Fashion,1,846.62
O-101374,SKU-172,Beauty,2,1405.56
O-101375,SKU-014,Home,1,1105.51
O-101375,SKU-137,Sports,1,1906.67
O-101376,SKU-093,Electronics,1,2111.76
O-101377,SKU-122,Sports,2,620.28
O-101377,SKU-155,Home,1,2071.54
O-101378,SKU-116,Electronics,1,2838.75
O-101378,SKU-181,Electronics,2,1077.9
O-101378,SKU-142,Fashion,2,278.77
O-101379,SKU-062,Electronics,2,4902.4
O-101379,SKU-165,Home,1,580.87
O-101379,SKU-153,Sports,2,1374.47
O-101380,SKU-117,Fashion,2,410.71
O-101380,SKU-129,Sports,2,1434.0
O-101380,SKU-132,Beauty,1,237.19
O-101381,SKU-160,Sports,4,2112.64
O-101381,SKU-146,Beauty,1,1862.55
O-101382,SKU-151,Sports,1,1371.11
O-101383,SKU-132,Sports,1,1612.72
O-101383,SKU-199,Electronics,1,2523.04
O-101383,SKU-040,Fashion,1,787.54
O-101384,SKU-081,Sports,1,310.31
O-101384,SKU-124,Home,1,1544.48
O-101385,SKU-123,Electronics,1,3322.18
O-101386,SKU-071,Home,4,1442.54
O-101386,SKU-116,Fashion,2,1302.88
O-101386,SKU-175,Beauty,3,1320.23
O-101387,SKU-060,Electronics,2,2301.85
O-101387,SKU-010,Sports,2,718.33
O-101388,SKU-139,Fashion,1,462.6
O-101388,SKU-192,Home,1,1094.83
O-101388,SKU-098,Fashion,1,716.68
O-101388,SKU-182,Home,2,1148.37
O-101389,SKU-053,Home,1,290.41
O-101389,SKU-143,Sports,1,119.68
O-101390,SKU-116,Home,1,1880.06
O-101390,SKU-042,Sports,1,1593.04
O-101390,SKU-134,Electronics,1,3449.81
O-101390,SKU-061,Home,2,2313.05
O-101391,SKU-029,Beauty,2,2397.96
O-101391,SKU-166,Electronics,4,3299.08
O-101391,SKU-169,Beauty,1,342.06
O-101391,SKU-141,Home,3,1113.12
O-101392,SKU-146,Home,1,1676.49
O-101392,SKU-054,Sports,1,134.83
O-101393,SKU-132,Electronics,1,1892.12
O-101394,SKU-183,Home,1,1689.05
O-101394,SKU-148,Home,1,1321.18
O-101394,SKU-143,Electronics,1,2423.69
O-101394,SKU-055,Electronics,4,940.56
O-101395,SKU-030,Home,4,773.02
O-101395,SKU-004,Electronics,1,4395.37
O-101395,SKU-048,Electronics,2,2032.86
O-101395,SKU-059,Electronics,3,3823.7
O-101396,SKU-178,Sports,1,736.5
O-101397,SKU-099,Electronics,1,3747.98
O-101397,SKU-119,Electronics,4,3544.95
O-101397,SKU-112,Electronics,1,1449.43
O-101397,SKU-098,Sports,1,725.11
O-101398,SKU-162,Sports,1,164.26
O-101398,SKU-153,Beauty,1,2366.73
O-101399,SKU-184,Sports,1,237.76
O-101399,SKU-099,Electronics,1,4377.63
O-101399,SKU-032,Fashion,2,621.72
O-101399,SKU-003,Home,1,2050.03
O-101400,SKU-096,Electronics,1,3441.67
O-101400,SKU-099,Fashion,1,999.59
O-101401,SKU-016,Fashion,2,198.46
O-101401,SKU-186,Fashion,1,384.76
O-101401,SKU-061,Home,1,1628.85
O-101401,SKU-142,Electronics,1,3090.98
O-101402,SKU-151,Sports,1,2106.02
O-101403,SKU-194,Fashion,2,996.81
O-101403,SKU-013,Beauty,4,2282.53
O-101403,SKU-124,Sports,1,116.93
O-101404,SKU-165,Home,1,1500.55
O-101405,SKU-050,Beauty,1,1482.52
O-101405,SKU-081,Sports,3,2270.93
O-101405,SKU-080,Fashion,1,626.1
O-101406,SKU-174,Home,1,131.33
O-101406,SKU-026,Electronics,4,2657.01
O-101406,SKU-009,Beauty,1,2312.42
O-101406,SKU-001,Beauty,1,863.66
O-101407,SKU-047,Electronics,1,3810.09
O-101408,SKU-095,Fashion,2,896.65
O-101408,SKU-072,Sports,3,1397.76
O-101409,SKU-098,Beauty,3,1934.86
O-101410,SKU-020,Fashion,2,425.08
O-101411,SKU-006,Electronics,1,409.69
O-101411,SKU-177,Beauty,1,1710.87
O-101412,SKU-111,Fashion,2,1328.85
O-101412,SKU-172,Electronics,2,4572.08
O-101412,SKU-100,Electronics,2,4367.0
O-101412,SKU-109,Electronics,1,2323.65
O-101413,SKU-166,Fashion,1,1228.06
O-101413,SKU-101,Fashion,2,668.64
O-101414,SKU-023,Electronics,1,2870.63
O-101414,SKU-182,Home,1,139.68
O-101415,SKU-073,Sports,1,2453.89
O-101415,SKU-001,Fashion,1,1378.0
O-101415,SKU-115,Electronics,1,3886.79
O-101416,SKU-103,Sports,1,1249.61
O-101417,SKU-152,Sports,1,294.65
O-101417,SKU-069,Beauty,3,775.92
O-101418,SKU-011,Fashion,2,958.0
O-101418,SKU-134,Sports,2,809.73
O-101418,SKU-158,Home,1,1688.33
O-101418,SKU-004,Beauty,2,1113.66
O-101419,SKU-108,Home,1,1255.18
O-101419,SKU-141,Fashion,1,1384.37
O-101420,SKU-142,Sports,1,976.79
O-101420,SKU-037,Sports,1,1954.29
O-101420,SKU-097,Sports,1,1619.66
O-101420,SKU-137,Beauty,2,1168.31
O-101421,SKU-041,Electronics,1,3230.76
O-101421,SKU-100,Sports,2,146.0
O-101421,SKU-156,Home,1,1435.02
O-101421,SKU-118,Sports,1,1276.69
O-101422,SKU-111,Sports,4,646.83
O-101422,SKU-143,Sports,2,2125.67
O-101423,SKU-163,Electronics,1,4216.39
O-101423,SKU-145,Beauty,1,1039.38
O-101424,SKU-136,Beauty,1,1987.34
O-101424,SKU-175,Sports,1,315.96
O-101424,SKU-170,Electronics,1,1325.65
O-101425,SKU-094,Sports,2,1676.3
O-101425,SKU-008,Beauty,3,2382.5
O-101425,SKU-095,Home,2,63.9
O-101426,SKU-093,Beauty,2,173.8
O-101427,SKU-020,Beauty,2,2403.35
O-101427,SKU-146,Electronics,3,811.87
O-101427,SKU-117,Sports,1,2091.12
O-101428,SKU-061,Home,1,2375.85
O-101429,SKU-006,Home,2,1210.13
O-101429,SKU-023,Beauty,1,2227.18
O-101430,SKU-180,Fashion,3,683.86
O-101430,SKU-196,Beauty,1,795.32
O-101431,SKU-162,Sports,1,2472.45
O-101431,SKU-134,Home,1,1521.69
O-101431,SKU-148,Beauty,2,1076.43
O-101432,SKU-004,Sports,4,134.05
O-101432,SKU-078,Electronics,1,2311.99
O-101432,SKU-021,Sports,2,996.59
O-101433,SKU-095,Electronics,4,3891.21
O-101433,SKU-036,Beauty,4,137.49
O-101434,SKU-093,Fashion,1,760.14
O-101435,SKU-131,Fashion,1,215.99
O-101436,SKU-031,Beauty,2,919.14
O-101436,SKU-118,Beauty,3,2129.77
O-101437,SKU-075,Home,4,997.41
O-101437,SKU-181,Beauty,1,2021.3
O-101437,SKU-024,Fashion,1,132.91
O-101437,SKU-172,Beauty,2,176.17
O-101438,SKU-155,Home,2,641.9
O-101439,SKU-020,Sports,1,184.82
O-101439,SKU-025,Home,1,669.49
O-101439,SKU-139,Fashion,1,1015.36
O-101440,SKU-024,Sports,3,1465.85
O-101441,SKU-183,Beauty,1,830.58
O-101441,SKU-152,Home,1,1688.84
O-101442,SKU-112,Home,3,2028.34
O-101442,SKU-069,Home,2,1530.94
O-101442,SKU-046,Sports,2,939.13
O-101443,SKU-123,Sports,1,1082.24
O-101443,SKU-086,Sports,2,2298.17
O-101444,SKU-020,Beauty,2,1026.83
O-101445,SKU-014,Fashion,2,815.96
O-101445,SKU-182,Fashion,1,1089.09
O-101445,SKU-068,Home,2,2428.25
O-101445,SKU-185,Electronics,1,2490.08
O-101446,SKU-142,Fashion,1,356.34
O-101447,SKU-175,Beauty,2,2430.03
O-101447,SKU-076,Electronics,2,2087.34
O-101447,SKU-096,Fashion,2,1016.43
O-101448,SKU-112,Electronics,1,2379.43
O-101448,SKU-200,Sports,2,1601.19
O-101448,SKU-130,Home,1,850.55
O-101448,SKU-033,Home,2,1650.48
O-101449,SKU-094,Beauty,1,1377.19
O-101450,SKU-001,Sports,1,2128.18
O-101450,SKU-182,Electronics,2,650.05
O-101451,SKU-188,Beauty,2,1914.46
O-101451,SKU-013,Home,1,1441.35
O-101451,SKU-017,Fashion,1,1316.54
O-101452,SKU-105,Electronics,2,1589.47
O-101452,SKU-071,Beauty,2,452.65
O-101453,SKU-044,Fashion,1,1012.64
O-101453,SKU-055,Beauty,1,1685.37
O-101453,SKU-035,Home,3,1647.43
O-101454,SKU-129,Home,2,1255.61
O-101455,SKU-144,Fashion,3,577.43
O-101455,SKU-157,Electronics,1,3113.7
O-101455,SKU-084,Electronics,1,3679.38
O-101456,SKU-023,Sports,1,1984.43
O-101456,SKU-125,Home,1,2061.86
O-101456,SKU-134,Home,1,928.12
O-101457,SKU-177,Beauty,2,1644.47
O-101457,SKU-068,Home,1,1464.31
O-101458,SKU-024,Beauty,1,761.69
O-101458,SKU-035,Electronics,1,1179.37
O-101459,SKU-100,Fashion,1,1189.46
O-101459,SKU-139,Electronics,2,4973.98
O-101460,SKU-124,Sports,1,1398.36
O-101460,SKU-017,Electronics,4,1767.65
O-101460,SKU-016,Electronics,1,3882.73
O-101460,SKU-090,Electronics,2,2266.95
O-101461,SKU-148,Sports,2,141.31
O-101461,SKU-096,Home,2,115.28
O-101461,SKU-001,Beauty,2,242.99
O-101462,SKU-028,Fashion,1,871.66
O-101462,SKU-169,Home,1,1490.38
O-101462,SKU-023,Beauty,1,612.37
O-101463,SKU-021,Fashion,1,260.05
O-101463,SKU-192,Home,1,2485.55
O-101463,SKU-012,Beauty,1,2247.07
O-101463,SKU-191,Electronics,4,2103.79
O-101464,SKU-146,Home,2,2462.82
O-101464,SKU-035,Electronics,2,1690.68
O-101465,SKU-009,Electronics,2,3969.58
O-101465,SKU-119,Beauty,1,478.67
O-101466,SKU-152,Electronics,3,4603.97
O-101466,SKU-081,Electronics,3,4460.8
O-101466,SKU-175,Beauty,1,401.61
O-101467,SKU-066,Electronics,1,2559.22
O-101467,SKU-180,Sports,1,1071.98
O-101467,SKU-168,Sports,2,564.07
O-101468,SKU-080,Fashion,2,740.45
O-101468,SKU-144,Fashion,1,256.65
O-101468,SKU-183,Home,1,1813.02
O-101469,SKU-166,Sports,1,50.6
O-101469,SKU-037,Sports,2,2065.45
O-101470,SKU-120,Beauty,1,1559.9
O-101471,SKU-152,Beauty,2,1004.69
O-101471,SKU-143,Fashion,1,914.43
O-101471,SKU-147,Home,2,169.73
O-101471,SKU-055,Sports,1,1625.78
O-101472,SKU-066,Fashion,1,394.91
O-101473,SKU-121,Electronics,1,1404.2
O-101473,SKU-197,Sports,2,93.35
O-101473,SKU-030,Sports,2,1680.2
O-101473,SKU-106,Home,1,1515.43
O-101474,SKU-122,Fashion,1,508.72
O-101474,SKU-052,Sports,4,1693.39
O-101475,SKU-022,Electronics,2,466.15
O-101475,SKU-055,Electronics,1,682.15
O-101476,SKU-067,Fashion,1,984.33
O-101477,SKU-012,Sports,2,466.4
O-101477,SKU-040,Sports,1,1105.78
O-101477,SKU-091,Beauty,1,1484.21
O-101477,SKU-199,Home,1,1012.73
O-101478,SKU-176,Beauty,1,470.03
O-101478,SKU-047,Fashion,1,1346.27
O-101478,SKU-018,Home,1,2113.06
O-101479,SKU-187,Fashion,2,862.42
O-101480,SKU-113,Sports,2,1034.13
O-101480,SKU-066,Home,1,480.91
O-101481,SKU-087,Sports,1,774.59
O-101481,SKU-039,Electronics,1,929.22
O-101481,SKU-108,Beauty,1,496.29
O-101482,SKU-070,Beauty,2,1024.43
O-101482,SKU-140,Electronics,1,2050.96
O-101483,SKU-191,Sports,1,258.86
O-101483,SKU-110,Sports,2,1852.24
O-101483,SKU-115,Home,2,1211.89
O-101483,SKU-050,Fashion,3,316.91
O-101484,SKU-077,Sports,2,1672.53
O-101484,SKU-139,Fashion,1,1272.78
O-101484,SKU-129,Home,2,1962.44
O-101484,SKU-050,Fashion,1,356.99
O-101485,SKU-059,Beauty,1,1757.63
O-101486,SKU-162,Sports,1,782.05
O-101486,SKU-077,Electronics,2,3900.17
O-101486,SKU-104,Fashion,2,124.14
O-101486,SKU-036,Fashion,1,587.16
O-101487,SKU-014,Beauty,1,370.91
O-101488,SKU-114,Electronics,2,1131.49
O-101488,SKU-071,Beauty,2,1471.42
O-101489,SKU-093,Fashion,1,580.05
O-101489,SKU-115,Electronics,2,1279.98
O-101489,SKU-159,Fashion,1,1073.71
O-101489,SKU-086,Beauty,2,1780.7
O-101490,SKU-041,Electronics,1,2758.44
O-101490,SKU-053,Sports,2,1525.59
O-101490,SKU-145,Electronics,1,4718.56
O-101490,SKU-047,Sports,1,2426.2
O-101491,SKU-086,Fashion,2,998.16
O-101492,SKU-028,Electronics,2,367.97
O-101493,SKU-127,Electronics,2,443.46
O-101493,SKU-162,Sports,3,1844.54
O-101493,SKU-180,Electronics,1,1844.56
O-101493,SKU-080,Home,1,2174.4
O-101494,SKU-026,Sports,1,919.79
O-101494,SKU-022,Beauty,1,1976.27
O-101494,SKU-119,Electronics,1,1832.45
O-101495,SKU-154,Home,1,2260.52
O-101495,SKU-176,Fashion,2,1392.3
O-101495,SKU-005,Fashion,2,342.27
O-101496,SKU-181,Electronics,2,3263.0
O-101496,SKU-114,Home,2,1920.41
O-101496,SKU-175,Home,1,1031.82
O-101496,SKU-100,Electronics,1,3109.43
O-101497,SKU-104,Fashion,1,1120.04
O-101497,SKU-184,Home,1,868.26
O-101497,SKU-159,Fashion,1,1459.39
O-101498,SKU-069,Electronics,1,4676.91
O-101499,SKU-175,Electronics,2,4312.52
O-101499,SKU-046,Electronics,1,2130.42
O-101500,SKU-171,Fashion,1,1367.18
O-101500,SKU-035,Sports,1,1415.1
O-101500,SKU-047,Fashion,1,300.05
O-101500,SKU-113,Electronics,1,4919.6
O-101501,SKU-003,Beauty,1,1693.85
O-101501,SKU-041,Electronics,2,3844.96
O-101502,SKU-021,Fashion,1,527.75
O-101503,SKU-029,Home,3,1525.39
O-101503,SKU-087,Fashion,1,643.24
O-101503,SKU-055,Sports,1,1883.92
O-101503,SKU-185,Fashion,1,343.74
O-101504,SKU-113,Fashion,1,1069.84
O-101504,SKU-163,Electronics,1,630.3
O-101504,SKU-159,Beauty,1,1123.9
O-101505,SKU-073,Beauty,1,916.39
O-101505,SKU-012,Home,2,1251.71
O-101505,SKU-127,Home,2,1423.32
O-101505,SKU-026,Beauty,2,1136.35
O-101506,SKU-153,Sports,2,722.72
O-101507,SKU-013,Fashion,1,967.27
O-101508,SKU-182,Fashion,1,113.02
O-101508,SKU-191,Electronics,3,417.05
O-101508,SKU-152,Home,1,241.7
O-101509,SKU-171,Electronics,1,1431.55
O-101510,SKU-013,Fashion,1,872.59
O-101510,SKU-003,Sports,2,1810.12
O-101510,SKU-101,Home,2,733.98
O-101511,SKU-078,Electronics,2,866.76
O-101511,SKU-198,Home,1,1138.4
O-101511,SKU-185,Sports,1,2093.4
O-101512,SKU-031,Fashion,1,162.45
O-101512,SKU-001,Home,3,2455.09
O-101512,SKU-072,Electronics,1,4475.49
O-101513,SKU-055,Sports,1,1642.78
O-101513,SKU-110,Fashion,2,867.23
O-101513,SKU-012,Electronics,3,4891.12
O-101513,SKU-130,Electronics,4,3446.14
O-101514,SKU-139,Sports,1,1829.6
O-101514,SKU-077,Electronics,2,3744.32
O-101514,SKU-161,Home,4,1052.56
O-101515,SKU-168,Sports,1,868.19
O-101515,SKU-087,Sports,2,620.57
O-101516,SKU-045,Fashion,3,1097.0
O-101516,SKU-140,Fashion,1,271.64
O-101517,SKU-195,Sports,2,1475.6
O-101517,SKU-193,Fashion,2,454.4
O-101517,SKU-063,Home,1,2319.48
O-101517,SKU-096,Electronics,2,3456.17
O-101518,SKU-093,Beauty,1,751.19
O-101519,SKU-019,Electronics,1,2437.15
O-101519,SKU-009,Beauty,1,1368.92
O-101520,SKU-125,Sports,1,185.31
O-101521,SKU-148,Electronics,3,2914.63
O-101521,SKU-004,Beauty,2,221.1
O-101521,SKU-165,Sports,1,1470.19
O-101522,SKU-110,Electronics,1,670.58
O-101522,SKU-141,Electronics,1,3509.2
O-101523,SKU-140,Beauty,1,1017.33
O-101523,SKU-100,Beauty,2,798.45
O-101524,SKU-068,Home,2,1994.3
O-101524,SKU-012,Beauty,2,145.23
O-101524,SKU-200,Sports,1,457.14
O-101525,SKU-069,Home,1,1282.08
O-101525,SKU-178,Home,1,2264.17
O-101525,SKU-175,Sports,2,1718.39
O-101525,SKU-033,Fashion,3,483.84
O-101526,SKU-079,Fashion,2,88.32
O-101526,SKU-149,Home,1,1599.8
O-101526,SKU-179,Electronics,1,893.18
O-101527,SKU-001,Beauty,1,729.95
O-101527,SKU-101,Beauty,3,1155.76
O-101528,SKU-097,Home,1,1889.07
O-101529,SKU-086,Home,3,543.22
O-101529,SKU-084,Home,1,1001.85
O-101529,SKU-003,Fashion,2,263.6
O-101530,SKU-003,Beauty,2,540.6
O-101530,SKU-019,Home,1,200.5
O-101531,SKU-098,Home,1,77.71
O-101531,SKU-081,Beauty,2,2303.71
O-101531,SKU-066,Home,1,1497.14
O-101532,SKU-074,Fashion,2,376.0
