shipment_id,order_id,warehouse,carrier,ship_date,expedite_flag
S-1348,O-101014,WH-CPT,EconoMove,2024-02-13,0
S-1349,O-101015,WH-CPT,FastTrack,2024-04-21,0
S-1350,O-101016,WH-JHB,FastTrack,2024-04-27,0
S-1351,O-101017,WH-DBN,FastTrack,2024-02-18,0
S-1352,O-101017,WH-DBN,FastTrack,2024-02-18,0
S-1353,O-101018,WH-CPT,QuickShip,2024-01-18,0
S-1354,O-101018,WH-CPT,QuickShip,2024-01-18,0
S-1355,O-101019,WH-CPT,FastTrack,2024-04-27,0
S-1356,O-101019,WH-CPT,FastTrack,2024-04-27,0
S-1357,O-101020,WH-DBN,QuickShip,2024-02-28,0
S-1358,O-101020,WH-DBN,QuickShip,2024-02-28,0
S-1359,O-101021,WH-DBN,FastTrack,2024-01-09,0
S-1360,O-101022,WH-DBN,EconoMove,2024-01-19,0
S-1361,O-101022,WH-DBN,EconoMove,2024-01-19,0
S-1362,O-101023,WH-CPT,FastTrack,2024-01-07,1
S-1363,O-101023,WH-CPT,FastTrack,2024-01-07,1
S-1364,O-101024,WH-DBN,QuickShip,2024-04-19,0
S-1365,O-101025,WH-DBN,QuickShip,2024-01-24,0
S-1366,O-101026,WH-DBN,EconoMove,2024-01-18,0
S-1367,O-101027,WH-JHB,QuickShip,2024-02-06,0
S-1368,O-101027,WH-JHB,QuickShip,2024-02-06,0
S-1369,O-101028,WH-JHB,FastTrack,2024-04-23,0
S-1370,O-101028,WH-JHB,FastTrack,2024-04-23,0
S-1371,O-101029,WH-DBN,FastTrack,2024-01-05,0
S-1372,O-101030,WH-CPT,FastTrack,2024-02-03,0
S-1373,O-101031,WH-DBN,FastTrack,2024-02-03,0
S-1374,O-101032,WH-JHB,QuickShip,2024-04-30,0
S-1375,O-101033,WH-DBN,EconoMove,2024-03-22,1
S-1376,O-101034,WH-CPT,QuickShip,2024-03-12,0
S-1377,O-101034,WH-CPT,QuickShip,2024-03-12,0
S-1378,O-101035,WH-CPT,FastTrack,2024-02-17,0
S-1379,O-101036,WH-CPT,EconoMove,2024-04-22,0
S-1380,O-101036,WH-CPT,EconoMove,2024-04-22,0
S-1381,O-101037,WH-JHB,QuickShip,2024-04-15,0
S-1382,O-101038,WH-DBN,FastTrack,2024-03-16,0
S-1383,O-101039,WH-CPT,QuickShip,2024-03-10,0
S-1384,O-101039,WH-CPT,QuickShip,2024-03-10,0
S-1385,O-101040,WH-CPT,EconoMove,2024-02-12,0
S-1386,O-101041,WH-CPT,QuickShip,2024-01-25,0
S-1387,O-101041,WH-CPT,QuickShip,2024-01-25,0
S-1388,O-101042,WH-DBN,FastTrack,2024-03-19,1
S-1389,O-101043,WH-CPT,FastTrack,2024-01-15,0
S-1390,O-101043,WH-CPT,FastTrack,2024-01-15,0
S-1391,O-101044,WH-JHB,EconoMove,2024-01-24,0
S-1392,O-101045,WH-JHB,QuickShip,2024-04-27,0
S-1393,O-101045,WH-JHB,QuickShip,2024-04-27,0
S-1394,O-101046,WH-DBN,EconoMove,2024-05-01,0
S-1395,O-101046,WH-DBN,EconoMove,2024-05-01,0
S-1396,O-101047,WH-DBN,FastTrack,2024-04-20,0
S-1397,O-101047,WH-DBN,FastTrack,2024-04-20,0
S-1398,O-101048,WH-DBN,FastTrack,2024-03-19,0
S-1399,O-101049,WH-DBN,EconoMove,2024-03-19,0
S-1400,O-101050,WH-CPT,FastTrack,2024-04-30,0
S-1401,O-101051,WH-CPT,FastTrack,2024-02-12,0
S-1402,O-101051,WH-CPT,FastTrack,2024-02-12,0
S-1403,O-101052,WH-CPT,QuickShip,2024-01-20,0
S-1404,O-101053,WH-CPT,FastTrack,2024-04-19,0
S-1405,O-101054,WH-JHB,QuickShip,2024-01-06,0
S-1406,O-101054,WH-JHB,QuickShip,2024-01-06,0
S-1407,O-101055,WH-DBN,EconoMove,2024-01-28,0
S-1408,O-101055,WH-DBN,EconoMove,2024-01-28,0
S-1409,O-101056,WH-JHB,FastTrack,2024-04-29,0
S-1410,O-101057,WH-JHB,FastTrack,2024-02-12,1
S-1411,O-101058,WH-DBN,QuickShip,2024-04-02,1
S-1412,O-101059,WH-DBN,FastTrack,2024-03-20,0
S-1413,O-101059,WH-DBN,FastTrack,2024-03-20,0
S-1414,O-101060,WH-CPT,QuickShip,2024-03-12,0
S-1415,O-101061,WH-CPT,QuickShip,2024-03-08,0
S-1416,O-101061,WH-CPT,QuickShip,2024-03-08,0
S-1417,O-101062,WH-DBN,FastTrack,2024-04-17,0
S-1418,O-101062,WH-DBN,FastTrack,2024-04-17,0
S-1419,O-101063,WH-JHB,FastTrack,2024-01-21,0
S-1420,O-101063,WH-JHB,FastTrack,2024-01-21,0
S-1421,O-101064,WH-CPT,FastTrack,2024-04-08,0
S-1422,O-101065,WH-DBN,FastTrack,2024-01-23,0
S-1423,O-101065,WH-DBN,FastTrack,2024-01-23,0
S-1424,O-101066,WH-JHB,FastTrack,2024-04-02,0
S-1425,O-101067,WH-JHB,QuickShip,2024-04-12,0
S-1426,O-101068,WH-CPT,QuickShip,2024-02-27,0
S-1427,O-101068,WH-CPT,QuickShip,2024-02-27,0
S-1428,O-101069,WH-DBN,QuickShip,2024-01-08,0
S-1429,O-101070,WH-CPT,EconoMove,2024-02-28,0
S-1430,O-101070,WH-CPT,EconoMove,2024-02-28,0
S-1431,O-101071,WH-CPT,EconoMove,2024-01-12,0
S-1432,O-101072,WH-DBN,EconoMove,2024-04-06,1
S-1433,O-101073,WH-CPT,QuickShip,2024-02-01,0
S-1434,O-101074,WH-DBN,QuickShip,2024-04-28,0
S-1435,O-101075,WH-DBN,FastTrack,2024-04-08,0
S-1436,O-101076,WH-JHB,FastTrack,2024-04-17,0
S-1437,O-101077,WH-JHB,FastTrack,2024-01-26,1
S-1438,O-101078,WH-CPT,FastTrack,2024-03-17,0
S-1439,O-101079,WH-CPT,EconoMove,2024-03-13,0
S-1440,O-101080,WH-DBN,QuickShip,2024-03-19,0
S-1441,O-101081,WH-DBN,EconoMove,2024-01-13,1
S-1442,O-101081,WH-DBN,EconoMove,2024-01-13,1
S-1443,O-101082,WH-JHB,QuickShip,2024-02-18,1
S-1444,O-101083,WH-JHB,FastTrack,2024-01-29,0
S-1445,O-101084,WH-CPT,QuickShip,2024-03-20,0
S-1446,O-101085,WH-CPT,QuickShip,2024-04-28,0
S-1447,O-101085,WH-CPT,QuickShip,2024-04-28,0
S-1448,O-101086,WH-DBN,FastTrack,2024-01-28,0
S-1449,O-101086,WH-DBN,FastTrack,2024-01-28,0
S-1450,O-101087,WH-CPT,FastTrack,2024-03-09,0
S-1451,O-101088,WH-CPT,FastTrack,2024-01-13,0
S-1452,O-101089,WH-DBN,QuickShip,2024-03-06,1
S-1453,O-101089,WH-DBN,QuickShip,2024-03-06,1
S-1454,O-101090,WH-JHB,EconoMove,2024-01-02,0
S-1455,O-101091,WH-DBN,FastTrack,2024-01-16,0
S-1456,O-101092,WH-CPT,EconoMove,2024-01-13,0
S-1457,O-101092,WH-CPT,EconoMove,2024-01-13,0
S-1458,O-101093,WH-DBN,FastTrack,2024-02-28,0
S-1459,O-101094,WH-JHB,EconoMove,2024-02-05,0
S-1460,O-101094,WH-JHB,EconoMove,2024-02-05,0
S-1461,O-101095,WH-JHB,QuickShip,2024-02-25,0
S-1462,O-101096,WH-DBN,EconoMove,2024-03-08,0
S-1463,O-101097,WH-JHB,QuickShip,2024-03-11,0
S-1464,O-101098,WH-JHB,QuickShip,2024-04-06,0
S-1465,O-101099,WH-CPT,FastTrack,2024-03-30,0
S-1466,O-101100,WH-CPT,QuickShip,2024-02-12,0
S-1467,O-101101,WH-JHB,QuickShip,2024-01-28,0
S-1468,O-101102,WH-CPT,FastTrack,2024-03-22,0
S-1469,O-101102,WH-CPT,FastTrack,2024-03-22,0
S-1470,O-101103,WH-JHB,FastTrack,2024-04-01,0
S-1471,O-101103,WH-JHB,FastTrack,2024-04-01,0
S-1472,O-101104,WH-JHB,QuickShip,2024-03-25,0
S-1473,O-101105,WH-DBN,QuickShip,2024-01-28,0
S-1474,O-101106,WH-CPT,QuickShip,2024-04-01,0
S-1475,O-101106,WH-CPT,QuickShip,2024-04-01,0
S-1476,O-101107,WH-DBN,QuickShip,2024-02-10,0
S-1477,O-101108,WH-CPT,EconoMove,2024-04-01,0
S-1478,O-101109,WH-JHB,FastTrack,2024-02-28,0
S-1479,O-101110,WH-JHB,FastTrack,2024-03-26,0
S-1480,O-101111,WH-CPT,QuickShip,2024-01-05,0
S-1481,O-101112,WH-JHB,QuickShip,2024-02-08,1
S-1482,O-101113,WH-DBN,QuickShip,2024-02-16,1
S-1483,O-101114,WH-DBN,QuickShip,2024-04-05,0
S-1484,O-101114,WH-DBN,QuickShip,2024-04-05,0
S-1485,O-101115,WH-DBN,QuickShip,2024-03-27,0
S-1486,O-101116,WH-JHB,FastTrack,2024-01-27,0
S-1487,O-101117,WH-DBN,QuickShip,2024-04-23,0
S-1488,O-101118,WH-DBN,FastTrack,2024-03-22,0
S-1489,O-101118,WH-DBN,FastTrack,2024-03-22,0
S-1490,O-101119,WH-CPT,QuickShip,2024-04-09,0
S-1491,O-101120,WH-JHB,EconoMove,2024-04-23,0
S-1492,O-101121,WH-DBN,FastTrack,2024-04-29,0
S-1493,O-101122,WH-CPT,QuickShip,2024-03-11,0
S-1494,O-101122,WH-CPT,QuickShip,2024-03-11,0
S-1495,O-101123,WH-DBN,FastTrack,2024-02-21,0
S-1496,O-101124,WH-DBN,QuickShip,2024-01-16,0
S-1497,O-101125,WH-CPT,EconoMove,2024-01-06,0
S-1498,O-101126,WH-DBN,QuickShip,2024-01-14,0
S-1499,O-101126,WH-DBN,QuickShip,2024-01-14,0
S-1500,O-101127,WH-CPT,EconoMove,2024-04-24,0
S-1501,O-101127,WH-CPT,EconoMove,2024-04-24,0
S-1502,O-101128,WH-JHB,FastTrack,2024-02-25,0
S-1503,O-101128,WH-JHB,FastTrack,2024-02-25,0
S-1504,O-101129,WH-DBN,EconoMove,2024-02-06,0
S-1505,O-101129,WH-DBN,EconoMove,2024-02-06,0
S-1506,O-101130,WH-CPT,EconoMove,2024-02-02,0
S-1507,O-101131,WH-JHB,QuickShip,2024-03-29,0
S-1508,O-101131,WH-JHB,QuickShip,2024-03-29,0
S-1509,O-101132,WH-CPT,QuickShip,2024-03-06,0
S-1510,O-101132,WH-CPT,QuickShip,2024-03-06,0
S-1511,O-101133,WH-JHB,FastTrack,2024-04-16,0
S-1512,O-101134,WH-JHB,QuickShip,2024-03-16,0
S-1513,O-101134,WH-JHB,QuickShip,2024-03-16,0
S-1514,O-101135,WH-CPT,FastTrack,2024-04-13,0
S-1515,O-101136,WH-CPT,FastTrack,2024-01-06,0
S-1516,O-101136,WH-CPT,FastTrack,2024-01-06,0
S-1517,O-101137,WH-DBN,EconoMove,2024-03-15,0
S-1518,O-101138,WH-JHB,QuickShip,2024-01-26,0
S-1519,O-101139,WH-JHB,FastTrack,2024-01-27,0
S-1520,O-101140,WH-CPT,QuickShip,2024-02-16,1
S-1521,O-101141,WH-JHB,EconoMove,2024-02-08,0
S-1522,O-101142,WH-DBN,FastTrack,2024-01-05,0
S-1523,O-101143,WH-CPT,FastTrack,2024-02-07,1
S-1524,O-101144,WH-JHB,EconoMove,2024-01-01,1
S-1525,O-101145,WH-DBN,FastTrack,2024-01-10,0
S-1526,O-101146,WH-JHB,EconoMove,2024-04-10,0
S-1527,O-101146,WH-JHB,EconoMove,2024-04-10,0
S-1528,O-101147,WH-CPT,EconoMove,2024-02-11,1
S-1529,O-101147,WH-CPT,EconoMove,2024-02-11,1
S-1530,O-101148,WH-CPT,EconoMove,2024-01-29,0
S-1531,O-101149,WH-CPT,QuickShip,2024-02-04,1
S-1532,O-101150,WH-JHB,FastTrack,2024-04-26,0
S-1533,O-101150,WH-JHB,FastTrack,2024-04-26,0
S-1534,O-101151,WH-CPT,FastTrack,2024-03-23,0
S-1535,O-101151,WH-CPT,FastTrack,2024-03-23,0
S-1536,O-101152,WH-JHB,EconoMove,2024-04-04,0
S-1537,O-101152,WH-JHB,EconoMove,2024-04-04,0
S-1538,O-101153,WH-JHB,FastTrack,2024-04-23,0
S-1539,O-101154,WH-JHB,QuickShip,2024-01-07,0
S-1540,O-101155,WH-JHB,FastTrack,2024-01-16,1
S-1541,O-101156,WH-CPT,FastTrack,2024-02-20,1
S-1542,O-101157,WH-JHB,QuickShip,2024-03-09,0
S-1543,O-101158,WH-JHB,QuickShip,2024-02-09,0
S-1544,O-101159,WH-CPT,FastTrack,2024-01-06,0
S-1545,O-101160,WH-CPT,EconoMove,2024-01-07,0
S-1546,O-101160,WH-CPT,EconoMove,2024-01-07,0
S-1547,O-101161,WH-JHB,EconoMove,2024-03-08,0
S-1548,O-101161,WH-JHB,EconoMove,2024-03-08,0
S-1549,O-101162,WH-JHB,FastTrack,2024-02-22,0
S-1550,O-101163,WH-CPT,QuickShip,2024-03-08,0
S-1551,O-101164,WH-CPT,FastTrack,2024-03-12,0
S-1552,O-101165,WH-JHB,QuickShip,2024-01-25,0
S-1553,O-101165,WH-JHB,QuickShip,2024-01-25,0
S-1554,O-101166,WH-JHB,FastTrack,2024-03-22,0
S-1555,O-101167,WH-CPT,EconoMove,2024-01-15,0
S-1556,O-101168,WH-DBN,QuickShip,2024-03-19,0
S-1557,O-101169,WH-CPT,FastTrack,2024-04-21,0
S-1558,O-101170,WH-JHB,FastTrack,2024-02-14,0
S-1559,O-101170,WH-JHB,FastTrack,2024-02-14,0
S-1560,O-101171,WH-JHB,QuickShip,2024-04-03,0
S-1561,O-101172,WH-JHB,QuickShip,2024-04-14,0
S-1562,O-101172,WH-JHB,QuickShip,2024-04-14,0
S-1563,O-101173,WH-DBN,EconoMove,2024-04-11,0
S-1564,O-101173,WH-DBN,EconoMove,2024-04-11,0
S-1565,O-101174,WH-CPT,QuickShip,2024-01-25,0
S-1566,O-101174,WH-CPT,QuickShip,2024-01-25,0
S-1567,O-101175,WH-DBN,QuickShip,2024-01-29,0
S-1568,O-101176,WH-JHB,QuickShip,2024-03-14,0
S-1569,O-101176,WH-JHB,QuickShip,2024-03-14,0
S-1570,O-101177,WH-CPT,FastTrack,2024-03-17,1
S-1571,O-101177,WH-CPT,FastTrack,2024-03-17,1
S-1572,O-101178,WH-JHB,QuickShip,2024-02-05,0
S-1573,O-101179,WH-JHB,QuickShip,2024-02-15,0
S-1574,O-101180,WH-DBN,FastTrack,2024-05-02,0
S-1575,O-101181,WH-CPT,QuickShip,2024-03-18,0
S-1576,O-101182,WH-DBN,FastTrack,2024-01-21,0
S-1577,O-101183,WH-DBN,FastTrack,2024-02-07,0
S-1578,O-101183,WH-DBN,FastTrack,2024-02-07,0
S-1579,O-101184,WH-DBN,QuickShip,2024-03-19,0
S-1580,O-101184,WH-DBN,QuickShip,2024-03-19,0
S-1581,O-101185,WH-CPT,FastTrack,2024-03-01,0
S-1582,O-101186,WH-JHB,EconoMove,2024-03-26,0
S-1583,O-101187,WH-CPT,FastTrack,2024-03-06,0
S-1584,O-101188,WH-CPT,QuickShip,2024-04-17,1
S-1585,O-101189,WH-JHB,QuickShip,2024-03-29,0
S-1586,O-101189,WH-JHB,QuickShip,2024-03-29,0
S-1587,O-101190,WH-JHB,FastTrack,2024-04-01,0
S-1588,O-101190,WH-JHB,FastTrack,2024-04-01,0
S-1589,O-101191,WH-JHB,QuickShip,2024-02-11,0
S-1590,O-101192,WH-CPT,QuickShip,2024-04-02,0
S-1591,O-101193,WH-CPT,FastTrack,2024-03-31,0
S-1592,O-101194,WH-JHB,QuickShip,2024-01-22,0
S-1593,O-101194,WH-JHB,QuickShip,2024-01-22,0
S-1594,O-101195,WH-CPT,FastTrack,2024-03-08,0
S-1595,O-101196,WH-JHB,FastTrack,2024-02-07,1
S-1596,O-101197,WH-DBN,FastTrack,2024-05-01,0
S-1597,O-101197,WH-DBN,FastTrack,2024-05-01,0
S-1598,O-101198,WH-JHB,QuickShip,2024-03-04,0
S-1599,O-101198,WH-JHB,QuickShip,2024-03-04,0
S-1600,O-101199,WH-JHB,FastTrack,2024-03-03,0
S-1601,O-101200,WH-CPT,FastTrack,2024-04-19,0
S-1602,O-101201,WH-DBN,QuickShip,2024-01-25,0
S-1603,O-101201,WH-DBN,QuickShip,2024-01-25,0
S-1604,O-101202,WH-JHB,FastTrack,2024-01-03,0
S-1605,O-101203,WH-CPT,QuickShip,2024-02-06,0
S-1606,O-101203,WH-CPT,QuickShip,2024-02-06,0
S-1607,O-101204,WH-JHB,FastTrack,2024-03-10,0
S-1608,O-101205,WH-JHB,QuickShip,2024-04-15,0
S-1609,O-101206,WH-JHB,QuickShip,2024-03-15,0
S-1610,O-101207,WH-JHB,FastTrack,2024-01-10,0
S-1611,O-101207,WH-JHB,FastTrack,2024-01-10,0
S-1612,O-101208,WH-DBN,QuickShip,2024-02-24,0
S-1613,O-101209,WH-DBN,EconoMove,2024-04-24,0
S-1614,O-101210,WH-JHB,FastTrack,2024-03-16,0
S-1615,O-101211,WH-JHB,FastTrack,2024-04-21,0
S-1616,O-101211,WH-JHB,FastTrack,2024-04-21,0
S-1617,O-101212,WH-JHB,EconoMove,2024-04-10,0
S-1618,O-101213,WH-JHB,EconoMove,2024-02-08,0
S-1619,O-101213,WH-JHB,EconoMove,2024-02-08,0
S-1620,O-101214,WH-JHB,FastTrack,2024-04-29,0
S-1621,O-101215,WH-DBN,QuickShip,2024-01-27,0
S-1622,O-101216,WH-JHB,EconoMove,2024-04-06,0
S-1623,O-101217,WH-JHB,QuickShip,2024-04-18,0
S-1624,O-101217,WH-JHB,QuickShip,2024-04-18,0
S-1625,O-101218,WH-JHB,FastTrack,2024-04-29,0
S-1626,O-101219,WH-CPT,QuickShip,2024-04-30,0
S-1627,O-101220,WH-DBN,FastTrack,2024-03-02,0
S-1628,O-101220,WH-DBN,FastTrack,2024-03-02,0
S-1629,O-101221,WH-DBN,FastTrack,2024-03-11,0
S-1630,O-101222,WH-CPT,EconoMove,2024-01-15,0
S-1631,O-101223,WH-JHB,EconoMove,2024-03-23,1
S-1632,O-101223,WH-JHB,EconoMove,2024-03-23,1
S-1633,O-101224,WH-CPT,FastTrack,2024-02-20,1
S-1634,O-101224,WH-CPT,FastTrack,2024-02-20,1
S-1635,O-101225,WH-JHB,EconoMove,2024-01-18,1
S-1636,O-101226,WH-DBN,EconoMove,2024-02-04,1
S-1637,O-101227,WH-CPT,FastTrack,2024-01-07,0
S-1638,O-101227,WH-CPT,FastTrack,2024-01-07,0
S-1639,O-101228,WH-CPT,FastTrack,2024-01-25,0
S-1640,O-101228,WH-CPT,FastTrack,2024-01-25,0
S-1641,O-101229,WH-CPT,EconoMove,2024-01-30,1
S-1642,O-101230,WH-CPT,QuickShip,2024-04-02,0
S-1643,O-101231,WH-JHB,EconoMove,2024-02-29,0
S-1644,O-101231,WH-JHB,EconoMove,2024-02-29,0
S-1645,O-101232,WH-JHB,QuickShip,2024-03-12,0
S-1646,O-101233,WH-CPT,QuickShip,2024-03-11,0
S-1647,O-101234,WH-DBN,FastTrack,2024-01-31,0
S-1648,O-101234,WH-DBN,FastTrack,2024-01-31,0
S-1649,O-101235,WH-JHB,QuickShip,2024-02-11,1
S-1650,O-101236,WH-CPT,QuickShip,2024-03-04,0
S-1651,O-101236,WH-CPT,QuickShip,2024-03-04,0
S-1652,O-101237,WH-JHB,EconoMove,2024-04-08,1
S-1653,O-101238,WH-CPT,EconoMove,2024-02-18,0
S-1654,O-101239,WH-JHB,EconoMove,2024-03-02,0
S-1655,O-101240,WH-DBN,FastTrack,2024-02-20,0
S-1656,O-101241,WH-DBN,QuickShip,2024-01-31,0
S-1657,O-101242,WH-DBN,EconoMove,2024-01-04,0
S-1658,O-101243,WH-DBN,FastTrack,2024-04-15,0
S-1659,O-101243,WH-DBN,FastTrack,2024-04-15,0
S-1660,O-101244,WH-DBN,QuickShip,2024-01-15,1
S-1661,O-101245,WH-CPT,QuickShip,2024-04-03,0
S-1662,O-101246,WH-JHB,QuickShip,2024-02-01,0
S-1663,O-101247,WH-JHB,QuickShip,2024-02-23,0
S-1664,O-101248,WH-JHB,QuickShip,2024-04-02,0
S-1665,O-101248,WH-JHB,QuickShip,2024-04-02,0
S-1666,O-101249,WH-JHB,QuickShip,2024-04-10,0
S-1667,O-101249,WH-JHB,QuickShip,2024-04-10,0
S-1668,O-101250,WH-CPT,FastTrack,2024-01-20,0
S-1669,O-101251,WH-JHB,FastTrack,2024-04-09,0
S-1670,O-101251,WH-JHB,FastTrack,2024-04-09,0
S-1671,O-101252,WH-JHB,FastTrack,2024-03-10,0
S-1672,O-101253,WH-JHB,EconoMove,2024-04-14,0
S-1673,O-101253,WH-JHB,EconoMove,2024-04-14,0
S-1674,O-101254,WH-DBN,EconoMove,2024-04-19,0
S-1675,O-101255,WH-CPT,QuickShip,2024-02-25,1
S-1676,O-101256,WH-JHB,QuickShip,2024-03-11,1
S-1677,O-101257,WH-DBN,QuickShip,2024-01-28,0
S-1678,O-101257,WH-DBN,QuickShip,2024-01-28,0
S-1679,O-101258,WH-JHB,EconoMove,2024-04-16,0
S-1680,O-101258,WH-JHB,EconoMove,2024-04-16,0
S-1681,O-101259,WH-JHB,FastTrack,2024-02-05,0
S-1682,O-101260,WH-CPT,FastTrack,2024-02-26,0
S-1683,O-101261,WH-JHB,EconoMove,2024-02-10,0
S-1684,O-101262,WH-DBN,EconoMove,2024-02-25,0
S-1685,O-101263,WH-DBN,FastTrack,2024-03-10,1
S-1686,O-101263,WH-DBN,FastTrack,2024-03-10,1
S-1687,O-101264,WH-DBN,EconoMove,2024-03-30,0
S-1688,O-101265,WH-DBN,QuickShip,2024-04-25,1
S-1689,O-101265,WH-DBN,QuickShip,2024-04-25,1
S-1690,O-101266,WH-CPT,FastTrack,2024-02-18,0
S-1691,O-101267,WH-DBN,FastTrack,2024-01-22,0
S-1692,O-101267,WH-DBN,FastTrack,2024-01-22,0
S-1693,O-101268,WH-CPT,QuickShip,2024-04-24,1
S-1694,O-101269,WH-DBN,FastTrack,2024-03-29,0
S-1695,O-101270,WH-CPT,EconoMove,2024-01-31,0
S-1696,O-101271,WH-JHB,FastTrack,2024-04-25,0
S-1697,O-101272,WH-CPT,EconoMove,2024-04-23,0
S-1698,O-101272,WH-CPT,EconoMove,2024-04-23,0
S-1699,O-101273,WH-DBN,EconoMove,2024-03-31,0
S-1700,O-101274,WH-CPT,FastTrack,2024-02-28,0
S-1701,O-101275,WH-JHB,EconoMove,2024-04-25,0
S-1702,O-101276,WH-CPT,QuickShip,2024-02-07,0
S-1703,O-101277,WH-JHB,EconoMove,2024-01-17,0
S-1704,O-101278,WH-JHB,EconoMove,2024-04-02,0
S-1705,O-101279,WH-JHB,FastTrack,2024-02-29,0
S-1706,O-101279,WH-JHB,FastTrack,2024-02-29,0
S-1707,O-101280,WH-CPT,QuickShip,2024-02-06,0
S-1708,O-101281,WH-JHB,FastTrack,2024-04-06,0
S-1709,O-101282,WH-CPT,QuickShip,2024-04-11,0
S-1710,O-101283,WH-DBN,QuickShip,2024-02-24,0
S-1711,O-101284,WH-DBN,FastTrack,2024-01-09,0
S-1712,O-101285,WH-DBN,EconoMove,2024-01-11,0
S-1713,O-101285,WH-DBN,EconoMove,2024-01-11,0
S-1714,O-101286,WH-DBN,QuickShip,2024-02-09,0
S-1715,O-101286,WH-DBN,QuickShip,2024-02-09,0
S-1716,O-101287,WH-JHB,EconoMove,2024-03-01,0
S-1717,O-101288,WH-CPT,QuickShip,2024-04-30,0
S-1718,O-101289,WH-CPT,FastTrack,2024-03-08,0
S-1719,O-101290,WH-DBN,EconoMove,2024-01-27,0
S-1720,O-101291,WH-JHB,FastTrack,2024-02-13,0
S-1721,O-101292,WH-CPT,EconoMove,2024-04-15,0
S-1722,O-101293,WH-JHB,FastTrack,2024-01-22,0
S-1723,O-101294,WH-JHB,QuickShip,2024-03-03,0
S-1724,O-101294,WH-JHB,QuickShip,2024-03-03,0
S-1725,O-101295,WH-CPT,FastTrack,2024-03-03,0
S-1726,O-101296,WH-JHB,QuickShip,2024-04-24,0
S-1727,O-101297,WH-JHB,QuickShip,2024-01-15,0
S-1728,O-101298,WH-JHB,FastTrack,2024-04-01,0
S-1729,O-101299,WH-CPT,FastTrack,2024-04-27,0
S-1730,O-101299,WH-CPT,FastTrack,2024-04-27,0
S-1731,O-101300,WH-CPT,EconoMove,2024-01-18,1
S-1732,O-101301,WH-JHB,FastTrack,2024-03-04,0
S-1733,O-101302,WH-JHB,FastTrack,2024-02-19,0
S-1734,O-101302,WH-JHB,FastTrack,2024-02-19,0
S-1735,O-101303,WH-CPT,FastTrack,2024-01-22,1
S-1736,O-101304,WH-JHB,FastTrack,2024-01-18,0
S-1737,O-101305,WH-CPT,EconoMove,2024-03-23,0
S-1738,O-101306,WH-CPT,QuickShip,2024-01-06,1
S-1739,O-101307,WH-JHB,FastTrack,2024-04-17,1
S-1740,O-101308,WH-JHB,EconoMove,2024-04-29,0
S-1741,O-101308,WH-JHB,EconoMove,2024-04-29,0
S-1742,O-101309,WH-DBN,QuickShip,2024-01-28,0
S-1743,O-101309,WH-DBN,QuickShip,2024-01-28,0
S-1744,O-101310,WH-DBN,EconoMove,2024-01-07,0
S-1745,O-101310,WH-DBN,EconoMove,2024-01-07,0
S-1746,O-101311,WH-DBN,FastTrack,2024-02-05,0
S-1747,O-101311,WH-DBN,FastTrack,2024-02-05,0
S-1748,O-101312,WH-DBN,QuickShip,2024-02-21,0
S-1749,O-101313,WH-CPT,QuickShip,2024-04-30,0
S-1750,O-101314,WH-DBN,FastTrack,2024-03-06,0
S-1751,O-101315,WH-JHB,QuickShip,2024-03-12,0
S-1752,O-101316,WH-JHB,FastTrack,2024-03-20,0
S-1753,O-101317,WH-JHB,QuickShip,2024-01-28,0
S-1754,O-101318,WH-JHB,QuickShip,2024-01-26,0
S-1755,O-101318,WH-JHB,QuickShip,2024-01-26,0
S-1756,O-101319,WH-JHB,QuickShip,2024-01-12,1
S-1757,O-101320,WH-DBN,QuickShip,2024-04-10,1
S-1758,O-101321,WH-DBN,FastTrack,2024-04-17,0
S-1759,O-101322,WH-CPT,FastTrack,2024-02-19,0
S-1760,O-101323,WH-DBN,QuickShip,2024-01-06,0
S-1761,O-101324,WH-DBN,EconoMove,2024-01-19,0
S-1762,O-101325,WH-DBN,FastTrack,2024-03-18,1
S-1763,O-101326,WH-JHB,QuickShip,2024-04-29,0
S-1764,O-101327,WH-JHB,EconoMove,2024-01-06,0
S-1765,O-101327,WH-JHB,EconoMove,2024-01-06,0
S-1766,O-101328,WH-JHB,FastTrack,2024-01-08,0
S-1767,O-101329,WH-CPT,QuickShip,2024-03-10,0
S-1768,O-101330,WH-CPT,QuickShip,2024-04-05,0
S-1769,O-101330,WH-CPT,QuickShip,2024-04-05,0
S-1770,O-101331,WH-DBN,EconoMove,2024-01-13,0
S-1771,O-101331,WH-DBN,EconoMove,2024-01-13,0
S-1772,O-101332,WH-JHB,QuickShip,2024-04-28,1
S-1773,O-101333,WH-CPT,EconoMove,2024-04-20,0
S-1774,O-101334,WH-JHB,QuickShip,2024-03-09,0
S-1775,O-101335,WH-DBN,QuickShip,2024-01-17,0
S-1776,O-101336,WH-DBN,FastTrack,2024-03-12,0
S-1777,O-101336,WH-DBN,FastTrack,2024-03-12,0
S-1778,O-101337,WH-CPT,QuickShip,2024-01-09,0
S-1779,O-101337,WH-CPT,QuickShip,2024-01-09,0
S-1780,O-101338,WH-CPT,QuickShip,2024-01-13,0
S-1781,O-101339,WH-CPT,EconoMove,2024-04-11,0
S-1782,O-101340,WH-JHB,EconoMove,2024-03-16,0
S-1783,O-101341,WH-DBN,FastTrack,2024-03-28,0
