order_id,sku,product_category,ordered_qty,unit_price,shipped_qty,delivered_qty,delivered_date,damaged_flag,returned_flag,in_full_line_flag,short_qty,line_revenue,delivered_revenue,lost_revenue_est
O-101564,SKU-131,Fashion,4,180.72,4,4,2024-02-05,0,0,1,0,722.88,722.88,0.0
O-101565,SKU-085,Electronics,1,4402.03,1,1,2024-01-31,0,0,1,0,4402.03,4402.03,0.0
O-101565,SKU-080,Sports,2,2356.38,2,2,2024-01-31,0,0,1,0,4712.76,4712.76,0.0
O-101565,SKU-014,Home,1,998.41,1,1,2024-01-31,0,0,1,0,998.41,998.41,0.0
O-101565,SKU-169,Home,1,2360.23,1,0,2024-01-31,0,0,0,1,2360.23,0.0,2360.23
O-101566,SKU-185,Beauty,2,2171.59,2,2,2024-01-27,0,0,1,0,4343.18,4343.18,0.0
O-101567,SKU-042,Electronics,1,2961.02,1,1,2024-04-01,0,0,1,0,2961.02,2961.02,0.0
O-101568,SKU-014,Sports,1,144.85,1,1,2024-03-23,0,0,1,0,144.85,144.85,0.0
O-101568,SKU-046,Home,1,976.96,1,1,2024-03-24,1,0,1,0,976.96,976.96,0.0
O-101569,SKU-158,Home,1,873.94,1,1,2024-03-02,0,0,1,0,873.94,873.94,0.0
O-101569,SKU-076,Home,1,154.4,1,1,2024-03-02,0,0,1,0,154.4,154.4,0.0
O-101569,SKU-138,Home,2,1332.36,2,2,2024-03-02,0,0,1,0,2664.72,2664.72,0.0
O-101570,SKU-170,Fashion,2,1284.75,2,2,2024-05-03,0,1,1,0,2569.5,2569.5,0.0
O-101570,SKU-040,Electronics,1,3350.32,1,0,2024-05-03,0,0,0,1,3350.32,0.0,3350.32
O-101570,SKU-016,Fashion,1,1126.2,1,1,2024-05-03,0,1,1,0,1126.2,1126.2,0.0
O-101571,SKU-072,Beauty,1,836.4,1,1,2024-01-28,0,0,1,0,836.4,836.4,0.0
O-101572,SKU-072,Home,1,1215.01,1,1,2024-01-09,0,0,1,0,1215.01,1215.01,0.0
O-101572,SKU-168,Sports,2,834.8,2,2,2024-01-09,0,0,1,0,1669.6,1669.6,0.0
O-101572,SKU-055,Electronics,2,2047.41,2,2,2024-01-09,0,0,1,0,4094.82,4094.82,0.0
O-101572,SKU-188,Electronics,1,4031.77,1,1,2024-01-09,0,0,1,0,4031.77,4031.77,0.0
O-101573,SKU-108,Sports,1,1710.12,1,0,2024-04-05,0,0,0,1,1710.12,0.0,1710.12
O-101573,SKU-093,Sports,1,870.58,1,1,2024-04-05,0,0,1,0,870.58,870.58,0.0
O-101574,SKU-182,Home,1,2022.61,1,1,2024-01-06,0,0,1,0,2022.61,2022.61,0.0
O-101575,SKU-180,Electronics,3,3633.57,3,3,2024-04-20,0,1,1,0,10900.710000000001,10900.710000000001,0.0
O-101576,SKU-173,Home,2,2459.87,2,2,2024-04-26,0,0,1,0,4919.74,4919.74,0.0
O-101577,SKU-189,Electronics,2,2221.69,2,2,2024-02-19,0,0,1,0,4443.38,4443.38,0.0
O-101577,SKU-161,Home,3,774.49,3,3,2024-02-19,0,0,1,0,2323.4700000000003,2323.4700000000003,0.0
O-101577,SKU-004,Electronics,1,1224.68,1,1,2024-02-19,0,0,1,0,1224.68,1224.68,0.0
O-101577,SKU-033,Fashion,1,532.97,1,1,2024-02-19,0,0,1,0,532.97,532.97,0.0
O-101578,SKU-183,Home,2,280.9,2,2,2024-01-10,0,0,1,0,561.8,561.8,0.0
O-101578,SKU-179,Home,2,545.06,2,2,2024-01-10,0,0,1,0,1090.12,1090.12,0.0
O-101578,SKU-039,Home,2,2405.75,2,2,2024-01-10,0,0,1,0,4811.5,4811.5,0.0
O-101579,SKU-184,Fashion,3,532.02,3,3,2024-04-16,0,0,1,0,1596.06,1596.06,0.0
O-101579,SKU-113,Home,1,791.69,1,1,2024-04-16,0,0,1,0,791.69,791.69,0.0
O-101579,SKU-128,Electronics,2,3390.63,2,2,2024-04-16,0,0,1,0,6781.26,6781.26,0.0
O-101580,SKU-063,Home,1,1647.25,1,1,2024-02-21,0,0,1,0,1647.25,1647.25,0.0
O-101580,SKU-096,Electronics,2,1021.13,2,2,2024-02-21,0,0,1,0,2042.26,2042.26,0.0
O-101580,SKU-184,Home,1,2138.7,1,1,2024-02-21,0,0,1,0,2138.7,2138.7,0.0
O-101581,SKU-129,Electronics,1,3012.22,1,1,2024-01-12,0,0,1,0,3012.22,3012.22,0.0
O-101581,SKU-024,Beauty,1,1796.98,1,0,2024-01-12,0,0,0,1,1796.98,0.0,1796.98
O-101581,SKU-107,Fashion,1,354.44,1,1,2024-01-12,0,0,1,0,354.44,354.44,0.0
O-101581,SKU-086,Beauty,2,2036.09,2,2,2024-01-12,0,0,1,0,4072.18,4072.18,0.0
O-101582,SKU-051,Electronics,1,354.19,1,1,2024-01-30,0,0,1,0,354.19,354.19,0.0
O-101583,SKU-175,Sports,2,1993.88,2,2,2024-02-10,1,0,1,0,3987.76,3987.76,0.0
O-101583,SKU-015,Home,1,1472.83,1,1,2024-02-10,0,0,1,0,1472.83,1472.83,0.0
O-101583,SKU-089,Beauty,2,1345.67,2,2,2024-02-10,0,0,1,0,2691.34,2691.34,0.0
O-101583,SKU-184,Beauty,2,1314.73,2,2,2024-02-10,0,0,1,0,2629.46,2629.46,0.0
O-101584,SKU-118,Fashion,2,722.88,2,2,2024-05-04,0,0,1,0,1445.76,1445.76,0.0
O-101585,SKU-102,Sports,1,2057.69,1,1,2024-03-30,0,0,1,0,2057.69,2057.69,0.0
O-101585,SKU-150,Sports,1,902.34,1,1,2024-03-30,0,0,1,0,902.34,902.34,0.0
O-101585,SKU-025,Home,4,2320.67,4,4,2024-03-30,1,0,1,0,9282.68,9282.68,0.0
O-101586,SKU-034,Electronics,1,495.67,1,1,2024-03-30,0,0,1,0,495.67,495.67,0.0
O-101586,SKU-197,Home,1,1523.86,1,1,2024-03-30,0,0,1,0,1523.86,1523.86,0.0
O-101586,SKU-019,Sports,3,1583.28,3,3,2024-03-30,0,0,1,0,4749.84,4749.84,0.0
O-101586,SKU-176,Electronics,2,2059.75,2,2,2024-03-30,1,0,1,0,4119.5,4119.5,0.0
O-101587,SKU-107,Electronics,2,2074.96,2,2,2024-04-28,0,1,1,0,4149.92,4149.92,0.0
O-101588,SKU-121,Sports,2,2073.91,2,1,2024-01-07,0,0,0,1,4147.82,2073.91,2073.91
O-101588,SKU-077,Electronics,1,1433.73,1,1,2024-01-07,0,0,1,0,1433.73,1433.73,0.0
O-101588,SKU-097,Home,1,1436.74,1,0,2024-01-07,0,0,0,1,1436.74,0.0,1436.74
O-101589,SKU-150,Sports,1,1058.03,1,1,2024-04-14,0,0,1,0,1058.03,1058.03,0.0
O-101589,SKU-192,Home,1,2226.57,1,1,2024-04-14,0,0,1,0,2226.57,2226.57,0.0
O-101590,SKU-031,Electronics,1,3911.06,1,1,2024-04-06,0,0,1,0,3911.06,3911.06,0.0
O-101591,SKU-068,Fashion,4,922.08,4,4,2024-01-30,0,0,1,0,3688.32,3688.32,0.0
O-101591,SKU-064,Electronics,2,2338.73,2,2,2024-01-30,1,0,1,0,4677.46,4677.46,0.0
O-101591,SKU-190,Sports,1,571.06,1,1,2024-01-30,0,0,1,0,571.06,571.06,0.0
O-101591,SKU-139,Beauty,2,2388.68,2,2,2024-01-30,0,0,1,0,4777.36,4777.36,0.0
O-101592,SKU-101,Sports,1,206.24,1,1,2024-03-08,0,0,1,0,206.24,206.24,0.0
O-101592,SKU-042,Electronics,2,3328.85,2,2,2024-03-08,0,0,1,0,6657.7,6657.7,0.0
O-101592,SKU-039,Home,2,1519.59,2,2,2024-03-08,0,0,1,0,3039.18,3039.18,0.0
O-101593,SKU-031,Electronics,2,3682.37,2,2,2024-01-15,0,0,1,0,7364.74,7364.74,0.0
O-101593,SKU-108,Sports,1,1331.72,1,0,2024-01-15,0,0,0,1,1331.72,0.0,1331.72
O-101593,SKU-125,Electronics,1,1730.19,1,0,2024-01-15,0,0,0,1,1730.19,0.0,1730.19
O-101594,SKU-094,Beauty,1,1471.04,1,1,2024-01-08,0,0,1,0,1471.04,1471.04,0.0
O-101595,SKU-143,Beauty,2,1806.72,2,2,2024-02-26,0,0,1,0,3613.44,3613.44,0.0
O-101595,SKU-095,Beauty,1,1936.96,1,1,2024-02-26,0,0,1,0,1936.96,1936.96,0.0
O-101596,SKU-118,Electronics,1,450.93,1,1,2024-04-01,0,0,1,0,450.93,450.93,0.0
O-101596,SKU-193,Beauty,1,1945.24,1,1,2024-04-01,0,0,1,0,1945.24,1945.24,0.0
O-101597,SKU-060,Electronics,1,3546.13,1,0,2024-01-21,0,0,0,1,3546.13,0.0,3546.13
O-101597,SKU-180,Sports,1,597.5,1,1,2024-01-21,0,0,1,0,597.5,597.5,0.0
O-101597,SKU-101,Sports,2,2125.68,2,2,2024-01-21,0,1,1,0,4251.36,4251.36,0.0
O-101597,SKU-040,Beauty,1,683.97,1,1,2024-01-21,0,0,1,0,683.97,683.97,0.0
O-101598,SKU-093,Fashion,2,470.65,2,1,2024-02-12,0,0,0,1,941.3,470.65,470.65
O-101598,SKU-016,Sports,1,2352.81,1,1,2024-02-12,0,0,1,0,2352.81,2352.81,0.0
O-101599,SKU-074,Fashion,1,396.74,1,1,2024-04-26,0,0,1,0,396.74,396.74,0.0
O-101600,SKU-077,Electronics,2,4671.35,2,2,2024-02-25,0,0,1,0,9342.7,9342.7,0.0
O-101601,SKU-113,Beauty,4,830.47,4,4,2024-02-09,0,1,1,0,3321.88,3321.88,0.0
O-101602,SKU-101,Home,1,214.09,1,1,2024-02-01,0,0,1,0,214.09,214.09,0.0
O-101603,SKU-176,Home,2,528.87,2,2,2024-03-13,0,0,1,0,1057.74,1057.74,0.0
O-101603,SKU-079,Home,3,823.81,3,2,2024-03-13,0,0,0,1,2471.43,1647.62,823.81
O-101603,SKU-155,Sports,2,2056.49,2,2,2024-03-13,1,0,1,0,4112.98,4112.98,0.0
O-101603,SKU-198,Beauty,2,2298.08,2,2,2024-03-13,0,1,1,0,4596.16,4596.16,0.0
O-101604,SKU-089,Sports,2,1676.84,2,2,2024-03-31,0,0,1,0,3353.68,3353.68,0.0
O-101604,SKU-003,Beauty,3,1377.5,3,3,2024-03-31,0,1,1,0,4132.5,4132.5,0.0
O-101604,SKU-078,Home,1,2027.55,1,1,2024-03-31,0,0,1,0,2027.55,2027.55,0.0
O-101604,SKU-166,Beauty,2,466.1,2,2,2024-03-31,0,0,1,0,932.2,932.2,0.0
O-101605,SKU-049,Beauty,4,1043.52,4,4,2024-02-07,0,0,1,0,4174.08,4174.08,0.0
O-101605,SKU-034,Home,1,97.32,1,1,2024-02-07,0,1,1,0,97.32,97.32,0.0
O-101605,SKU-044,Beauty,1,1764.8,1,1,2024-02-07,0,0,1,0,1764.8,1764.8,0.0
O-101606,SKU-031,Fashion,1,526.99,1,1,2024-03-29,0,0,1,0,526.99,526.99,0.0
O-101606,SKU-023,Home,1,2324.24,1,1,2024-03-29,0,0,1,0,2324.24,2324.24,0.0
O-101607,SKU-066,Home,1,1802.36,1,1,2024-02-27,0,0,1,0,1802.36,1802.36,0.0
O-101607,SKU-056,Fashion,2,722.55,2,2,2024-02-26,0,0,1,0,1445.1,1445.1,0.0
O-101607,SKU-106,Sports,2,789.37,2,2,2024-02-26,0,0,1,0,1578.74,1578.74,0.0
O-101607,SKU-171,Fashion,1,345.99,1,1,2024-02-27,0,0,1,0,345.99,345.99,0.0
O-101608,SKU-069,Electronics,2,2043.99,2,2,2024-04-25,0,0,1,0,4087.98,4087.98,0.0
O-101608,SKU-173,Sports,1,1633.96,1,1,2024-04-26,0,0,1,0,1633.96,1633.96,0.0
O-101608,SKU-039,Sports,1,1992.95,1,1,2024-04-26,0,0,1,0,1992.95,1992.95,0.0
O-101609,SKU-163,Beauty,1,830.45,1,1,2024-02-03,0,0,1,0,830.45,830.45,0.0
O-101609,SKU-011,Sports,1,1796.39,1,1,2024-02-03,0,0,1,0,1796.39,1796.39,0.0
O-101609,SKU-137,Sports,1,727.16,1,1,2024-02-03,0,0,1,0,727.16,727.16,0.0
O-101610,SKU-026,Sports,1,1477.34,1,1,2024-04-14,0,0,1,0,1477.34,1477.34,0.0
O-101611,SKU-105,Fashion,1,828.47,1,1,2024-03-18,0,1,1,0,828.47,828.47,0.0
O-101611,SKU-038,Electronics,2,523.0,2,1,2024-03-18,0,0,0,1,1046.0,523.0,523.0
O-101611,SKU-164,Sports,1,2088.76,1,1,2024-03-18,0,0,1,0,2088.76,2088.76,0.0
O-101611,SKU-062,Sports,3,963.73,3,3,2024-03-18,0,0,1,0,2891.19,2891.19,0.0
O-101612,SKU-175,Home,1,480.83,1,0,2024-03-07,0,0,0,1,480.83,0.0,480.83
O-101612,SKU-098,Home,1,1355.5,1,0,2024-03-07,1,1,0,1,1355.5,0.0,1355.5
O-101612,SKU-068,Sports,1,2090.66,1,1,2024-03-07,0,0,1,0,2090.66,2090.66,0.0
O-101613,SKU-087,Fashion,1,1130.81,1,1,2024-01-20,0,0,1,0,1130.81,1130.81,0.0
O-101613,SKU-062,Beauty,1,226.14,1,1,2024-01-20,0,0,1,0,226.14,226.14,0.0
O-101613,SKU-035,Home,1,1786.82,1,1,2024-01-20,0,0,1,0,1786.82,1786.82,0.0
O-101614,SKU-094,Fashion,3,1261.91,3,3,2024-02-25,0,0,1,0,3785.7300000000005,3785.7300000000005,0.0
O-101614,SKU-171,Sports,1,801.07,1,1,2024-02-25,0,0,1,0,801.07,801.07,0.0
O-101614,SKU-015,Home,4,1719.14,4,4,2024-02-25,0,0,1,0,6876.56,6876.56,0.0
O-101615,SKU-058,Home,2,968.58,2,2,2024-04-03,0,0,1,0,1937.16,1937.16,0.0
O-101615,SKU-063,Electronics,1,1414.99,1,1,2024-04-03,0,0,1,0,1414.99,1414.99,0.0
O-101615,SKU-067,Home,2,177.1,2,2,2024-04-03,0,0,1,0,354.2,354.2,0.0
O-101616,SKU-020,Electronics,1,1453.64,1,1,2024-03-08,0,0,1,0,1453.64,1453.64,0.0
O-101617,SKU-181,Sports,2,2073.25,2,2,2024-02-29,0,0,1,0,4146.5,4146.5,0.0
O-101617,SKU-094,Beauty,2,1632.03,2,2,2024-02-29,0,0,1,0,3264.06,3264.06,0.0
O-101617,SKU-172,Beauty,3,193.06,3,2,2024-02-29,0,0,0,1,579.1800000000001,386.12,193.06
O-101618,SKU-008,Fashion,1,982.73,1,1,2024-03-25,0,0,1,0,982.73,982.73,0.0
O-101618,SKU-096,Fashion,1,557.77,1,1,2024-03-25,0,0,1,0,557.77,557.77,0.0
O-101618,SKU-185,Beauty,1,896.83,1,1,2024-03-25,0,0,1,0,896.83,896.83,0.0
O-101619,SKU-200,Beauty,3,1010.33,3,3,2024-03-15,0,1,1,0,3030.9900000000002,3030.9900000000002,0.0
O-101619,SKU-187,Sports,1,1780.11,1,1,2024-03-15,1,0,1,0,1780.11,1780.11,0.0
O-101620,SKU-173,Fashion,1,114.94,1,1,2024-02-03,0,0,1,0,114.94,114.94,0.0
O-101621,SKU-128,Beauty,2,2056.11,2,1,2024-04-27,0,0,0,1,4112.22,2056.11,2056.11
O-101621,SKU-085,Sports,1,840.07,1,1,2024-04-26,0,0,1,0,840.07,840.07,0.0
O-101621,SKU-117,Fashion,1,256.52,1,1,2024-04-26,0,0,1,0,256.52,256.52,0.0
O-101622,SKU-185,Fashion,1,473.17,1,1,2024-03-06,0,0,1,0,473.17,473.17,0.0
O-101623,SKU-052,Fashion,2,714.96,2,2,2024-02-01,0,0,1,0,1429.92,1429.92,0.0
O-101623,SKU-093,Sports,4,2056.72,4,4,2024-02-01,0,0,1,0,8226.88,8226.88,0.0
O-101623,SKU-062,Beauty,1,1814.27,1,1,2024-02-01,0,1,1,0,1814.27,1814.27,0.0
O-101623,SKU-112,Fashion,1,345.6,1,1,2024-02-01,0,0,1,0,345.6,345.6,0.0
O-101624,SKU-101,Sports,2,412.02,2,2,2024-03-29,0,0,1,0,824.04,824.04,0.0
O-101624,SKU-099,Sports,4,1696.78,4,4,2024-03-28,0,1,1,0,6787.12,6787.12,0.0
O-101624,SKU-187,Beauty,1,2389.36,1,1,2024-03-28,1,0,1,0,2389.36,2389.36,0.0
O-101625,SKU-017,Home,1,390.02,1,1,2024-03-10,0,0,1,0,390.02,390.02,0.0
O-101625,SKU-111,Fashion,3,119.03,3,3,2024-03-10,0,0,1,0,357.09000000000003,357.09000000000003,0.0
O-101626,SKU-033,Fashion,1,1482.96,1,1,2024-04-06,0,0,1,0,1482.96,1482.96,0.0
O-101626,SKU-021,Fashion,1,1236.22,1,1,2024-04-06,0,1,1,0,1236.22,1236.22,0.0
O-101626,SKU-046,Fashion,1,1157.2,1,1,2024-04-06,0,0,1,0,1157.2,1157.2,0.0
O-101627,SKU-006,Electronics,1,1617.37,1,1,2024-04-20,0,1,1,0,1617.37,1617.37,0.0
O-101627,SKU-138,Sports,1,84.03,1,0,2024-04-20,0,0,0,1,84.03,0.0,84.03
O-101628,SKU-086,Sports,1,868.29,1,1,2024-04-19,0,0,1,0,868.29,868.29,0.0
O-101628,SKU-159,Electronics,1,1623.82,1,1,2024-04-19,0,0,1,0,1623.82,1623.82,0.0
O-101628,SKU-079,Fashion,1,1285.44,1,0,2024-04-19,0,0,0,1,1285.44,0.0,1285.44
O-101629,SKU-048,Beauty,1,1389.06,1,1,2024-02-15,0,0,1,0,1389.06,1389.06,0.0
O-101630,SKU-153,Fashion,2,835.35,2,2,2024-05-03,0,0,1,0,1670.7,1670.7,0.0
O-101630,SKU-037,Fashion,2,701.02,2,2,2024-05-03,0,0,1,0,1402.04,1402.04,0.0
O-101631,SKU-148,Fashion,2,193.28,2,2,2024-01-22,0,0,1,0,386.56,386.56,0.0
O-101631,SKU-098,Beauty,1,405.89,1,1,2024-01-22,0,0,1,0,405.89,405.89,0.0
O-101631,SKU-102,Home,2,2162.99,2,2,2024-01-22,0,0,1,0,4325.98,4325.98,0.0
O-101632,SKU-029,Beauty,1,538.64,1,1,2024-04-13,0,0,1,0,538.64,538.64,0.0
O-101632,SKU-062,Fashion,1,396.04,1,1,2024-04-12,0,0,1,0,396.04,396.04,0.0
O-101632,SKU-004,Home,1,654.65,1,0,2024-04-13,0,0,0,1,654.65,0.0,654.65
O-101633,SKU-062,Sports,1,124.72,1,0,2024-02-26,0,0,0,1,124.72,0.0,124.72
O-101633,SKU-095,Electronics,2,2610.11,2,2,2024-02-26,0,0,1,0,5220.22,5220.22,0.0
O-101634,SKU-069,Electronics,1,1152.62,1,1,2024-01-29,0,0,1,0,1152.62,1152.62,0.0
O-101634,SKU-047,Fashion,4,937.3,4,4,2024-01-29,0,0,1,0,3749.2,3749.2,0.0
O-101634,SKU-099,Electronics,2,2631.86,2,2,2024-01-29,0,0,1,0,5263.72,5263.72,0.0
O-101635,SKU-171,Sports,1,53.05,1,1,2024-01-25,1,0,1,0,53.05,53.05,0.0
O-101635,SKU-068,Home,1,1576.98,1,1,2024-01-25,0,0,1,0,1576.98,1576.98,0.0
O-101635,SKU-167,Home,1,1115.27,1,1,2024-01-25,0,0,1,0,1115.27,1115.27,0.0
O-101635,SKU-140,Home,2,1284.55,2,2,2024-01-25,0,0,1,0,2569.1,2569.1,0.0
O-101636,SKU-107,Fashion,3,918.34,3,3,2024-01-14,0,0,1,0,2755.02,2755.02,0.0
O-101636,SKU-030,Fashion,3,1351.24,3,2,2024-01-14,0,0,0,1,4053.7200000000003,2702.48,1351.24
O-101637,SKU-080,Home,2,1091.42,2,2,2024-05-02,0,1,1,0,2182.84,2182.84,0.0
O-101638,SKU-184,Sports,1,1115.35,1,1,2024-03-18,0,0,1,0,1115.35,1115.35,0.0
O-101638,SKU-015,Beauty,1,990.59,1,1,2024-03-18,0,0,1,0,990.59,990.59,0.0
O-101638,SKU-116,Home,4,711.16,4,4,2024-03-18,0,0,1,0,2844.64,2844.64,0.0
O-101639,SKU-169,Electronics,1,3089.69,1,1,2024-04-11,0,0,1,0,3089.69,3089.69,0.0
O-101639,SKU-198,Electronics,3,1231.07,3,3,2024-04-11,0,0,1,0,3693.21,3693.21,0.0
O-101639,SKU-118,Electronics,1,3546.02,1,1,2024-04-11,0,0,1,0,3546.02,3546.02,0.0
O-101639,SKU-058,Sports,2,2133.7,2,2,2024-04-11,0,0,1,0,4267.4,4267.4,0.0
O-101640,SKU-166,Beauty,1,2318.7,1,1,2024-01-07,0,0,1,0,2318.7,2318.7,0.0
O-101640,SKU-176,Sports,2,375.01,2,2,2024-01-07,0,0,1,0,750.02,750.02,0.0
O-101640,SKU-188,Fashion,1,117.25,1,0,2024-01-07,0,0,0,1,117.25,0.0,117.25
O-101640,SKU-032,Home,1,1298.36,1,1,2024-01-07,0,0,1,0,1298.36,1298.36,0.0
O-101641,SKU-037,Electronics,1,1095.52,1,1,2024-04-08,0,0,1,0,1095.52,1095.52,0.0
O-101641,SKU-031,Fashion,1,107.92,1,1,2024-04-07,0,0,1,0,107.92,107.92,0.0
O-101642,SKU-187,Beauty,2,656.19,2,2,2024-03-16,0,0,1,0,1312.38,1312.38,0.0
O-101642,SKU-141,Electronics,3,1098.29,3,2,2024-03-16,0,1,0,1,3294.87,2196.58,1098.29
O-101643,SKU-143,Home,2,755.33,2,1,2024-05-07,0,0,0,1,1510.66,755.33,755.33
O-101643,SKU-072,Home,1,1706.13,1,1,2024-05-07,0,0,1,0,1706.13,1706.13,0.0
O-101643,SKU-082,Fashion,2,1218.31,2,2,2024-05-07,0,1,1,0,2436.62,2436.62,0.0
O-101644,SKU-169,Home,1,1143.26,1,1,2024-03-22,0,0,1,0,1143.26,1143.26,0.0
O-101644,SKU-072,Beauty,3,269.36,3,2,2024-03-22,1,0,0,1,808.08,538.72,269.36
O-101644,SKU-190,Sports,3,2317.46,3,3,2024-03-22,0,0,1,0,6952.38,6952.38,0.0
O-101645,SKU-118,Fashion,1,330.64,1,1,2024-04-22,0,0,1,0,330.64,330.64,0.0
O-101646,SKU-069,Beauty,1,1521.84,1,1,2024-02-10,0,0,1,0,1521.84,1521.84,0.0
O-101646,SKU-175,Electronics,2,896.4,2,2,2024-02-10,1,0,1,0,1792.8,1792.8,0.0
O-101646,SKU-167,Electronics,1,2759.83,1,1,2024-02-10,0,0,1,0,2759.83,2759.83,0.0
O-101647,SKU-128,Home,1,1721.75,1,1,2024-02-15,0,0,1,0,1721.75,1721.75,0.0
O-101647,SKU-050,Electronics,1,4065.11,1,1,2024-02-15,0,0,1,0,4065.11,4065.11,0.0
O-101647,SKU-165,Sports,3,917.56,3,3,2024-02-15,0,0,1,0,2752.68,2752.68,0.0
O-101648,SKU-106,Home,1,2419.16,1,0,2024-04-30,0,1,0,1,2419.16,0.0,2419.16
O-101648,SKU-088,Beauty,1,1741.65,1,1,2024-05-01,0,0,1,0,1741.65,1741.65,0.0
O-101648,SKU-190,Beauty,1,2287.26,1,1,2024-04-30,0,0,1,0,2287.26,2287.26,0.0
O-101648,SKU-038,Beauty,1,1659.34,1,1,2024-05-01,0,0,1,0,1659.34,1659.34,0.0
O-101649,SKU-034,Fashion,2,1178.8,2,2,2024-04-09,0,0,1,0,2357.6,2357.6,0.0
O-101649,SKU-148,Beauty,4,2227.17,4,4,2024-04-09,0,0,1,0,8908.68,8908.68,0.0
O-101649,SKU-111,Home,2,1752.16,2,2,2024-04-09,0,1,1,0,3504.32,3504.32,0.0
O-101649,SKU-103,Home,1,345.49,1,0,2024-04-09,0,0,0,1,345.49,0.0,345.49
O-101650,SKU-120,Electronics,1,4803.01,1,1,2024-02-25,0,0,1,0,4803.01,4803.01,0.0
O-101650,SKU-001,Fashion,3,1490.72,3,2,2024-02-25,0,0,0,1,4472.16,2981.44,1490.72
O-101651,SKU-016,Electronics,1,1837.73,1,1,2024-02-11,0,0,1,0,1837.73,1837.73,0.0
O-101652,SKU-196,Home,1,431.21,1,1,2024-02-29,0,0,1,0,431.21,431.21,0.0
O-101652,SKU-162,Beauty,1,1650.88,1,1,2024-02-29,0,0,1,0,1650.88,1650.88,0.0
O-101652,SKU-180,Sports,1,1956.79,1,1,2024-02-29,0,0,1,0,1956.79,1956.79,0.0
O-101652,SKU-092,Electronics,1,819.1,1,1,2024-02-29,0,0,1,0,819.1,819.1,0.0
O-101653,SKU-007,Fashion,4,809.97,4,3,2024-04-24,0,0,0,1,3239.88,2429.91,809.97
O-101654,SKU-084,Electronics,4,1191.5,4,3,2024-04-22,0,0,0,1,4766.0,3574.5,1191.5
O-101654,SKU-167,Electronics,3,3553.63,3,3,2024-04-22,0,0,1,0,10660.89,10660.89,0.0
O-101654,SKU-133,Electronics,1,3776.27,1,1,2024-04-22,0,0,1,0,3776.27,3776.27,0.0
O-101655,SKU-039,Home,1,219.76,1,1,2024-04-23,0,1,1,0,219.76,219.76,0.0
O-101655,SKU-124,Electronics,1,735.34,1,1,2024-04-23,0,0,1,0,735.34,735.34,0.0
O-101655,SKU-175,Fashion,1,1085.85,1,1,2024-04-23,0,0,1,0,1085.85,1085.85,0.0
O-101655,SKU-046,Home,2,195.85,2,2,2024-04-23,0,1,1,0,391.7,391.7,0.0
O-101656,SKU-082,Home,1,1960.37,1,1,2024-01-26,0,0,1,0,1960.37,1960.37,0.0
O-101656,SKU-119,Electronics,1,4146.83,1,1,2024-01-26,0,1,1,0,4146.83,4146.83,0.0
O-101656,SKU-170,Beauty,4,2450.19,4,4,2024-01-26,0,0,1,0,9800.76,9800.76,0.0
O-101657,SKU-007,Home,1,1879.33,1,1,2024-03-05,0,0,1,0,1879.33,1879.33,0.0
O-101657,SKU-155,Sports,1,2242.67,1,1,2024-03-05,0,0,1,0,2242.67,2242.67,0.0
O-101657,SKU-078,Electronics,1,1202.88,1,1,2024-03-05,0,0,1,0,1202.88,1202.88,0.0
O-101658,SKU-197,Sports,2,300.53,2,1,2024-04-18,0,0,0,1,601.06,300.53,300.53
O-101658,SKU-056,Electronics,1,4578.58,1,1,2024-04-18,0,1,1,0,4578.58,4578.58,0.0
O-101658,SKU-196,Beauty,1,329.34,1,1,2024-04-18,0,0,1,0,329.34,329.34,0.0
O-101658,SKU-102,Home,1,1904.19,1,1,2024-04-18,0,0,1,0,1904.19,1904.19,0.0
O-101659,SKU-009,Electronics,2,2975.67,2,2,2024-02-12,0,0,1,0,5951.34,5951.34,0.0
O-101659,SKU-051,Home,2,1877.5,2,2,2024-02-12,0,0,1,0,3755.0,3755.0,0.0
O-101660,SKU-097,Fashion,1,905.87,1,0,2024-03-11,0,0,0,1,905.87,0.0,905.87
O-101660,SKU-160,Fashion,2,1163.61,2,2,2024-03-11,1,0,1,0,2327.22,2327.22,0.0
O-101661,SKU-182,Beauty,4,579.38,4,4,2024-04-26,0,0,1,0,2317.52,2317.52,0.0
O-101661,SKU-040,Home,1,977.38,1,1,2024-04-26,0,0,1,0,977.38,977.38,0.0
O-101661,SKU-133,Electronics,3,1641.28,3,3,2024-04-26,0,0,1,0,4923.84,4923.84,0.0
O-101662,SKU-154,Beauty,1,1416.82,1,0,2024-01-30,0,0,0,1,1416.82,0.0,1416.82
O-101662,SKU-166,Home,1,1527.67,1,1,2024-01-30,0,0,1,0,1527.67,1527.67,0.0
O-101662,SKU-048,Fashion,2,1224.67,2,2,2024-01-30,0,0,1,0,2449.34,2449.34,0.0
O-101662,SKU-148,Home,1,533.05,1,1,2024-01-30,0,0,1,0,533.05,533.05,0.0
O-101663,SKU-185,Fashion,1,328.97,1,1,2024-01-09,0,0,1,0,328.97,328.97,0.0
O-101664,SKU-158,Home,2,101.63,2,2,2024-04-25,0,0,1,0,203.26,203.26,0.0
O-101664,SKU-091,Home,2,2406.68,2,2,2024-04-25,0,0,1,0,4813.36,4813.36,0.0
O-101665,SKU-038,Home,2,715.58,2,2,2024-01-12,0,0,1,0,1431.16,1431.16,0.0
