order_id,order_date,promised_delivery_date,customer_region,order_priority,order_channel,order_status,order_delivered_date,in_full_order_flag,any_damage_flag,any_return_flag,order_revenue,delivered_revenue,lost_revenue_est,lines_count,total_ordered_qty,total_delivered_qty,warehouse,carrier,on_time_flag,otif_flag,perfect_order_flag,warehouse_processing_days,order_cycle_days,order_day
O-101250,2024-01-17,2024-01-23,KwaZulu-Natal,Normal,Web,Completed,2024-01-23,1,0,1,6561.0,6561.0,0.0,2,5,5,WH-CPT,FastTrack,1,1,0,3,6,2024-01-17
O-101251,2024-04-07,2024-04-10,Gauteng,Normal,Web,Completed,2024-04-14,0,0,0,5673.22,3844.76,1828.46,2,3,2,WH-JHB,FastTrack,0,0,0,2,7,2024-04-07
O-101252,2024-03-09,2024-03-11,Mpumalanga,Express,Web,Completed,2024-03-11,1,0,0,142.73,142.73,0.0,1,1,1,WH-JHB,FastTrack,1,1,1,1,2,2024-03-09
O-101253,2024-04-13,2024-04-19,Mpumalanga,Normal,Mobile,Completed,2024-04-19,1,0,0,1704.77,1704.77,0.0,2,3,3,WH-JHB,EconoMove,1,1,1,1,6,2024-04-13
O-101254,2024-04-16,2024-04-23,KwaZulu-Natal,Express,Mobile,Completed,2024-04-24,1,0,0,3588.3900000000003,3588.3900000000003,0.0,2,3,3,WH-DBN,EconoMove,0,0,0,3,8,2024-04-16
O-101255,2024-02-24,2024-02-29,Gauteng,Express,Mobile,Completed,2024-03-01,1,0,0,3002.3,3002.3,0.0,3,6,6,WH-CPT,QuickShip,0,0,0,1,6,2024-02-24
O-101256,2024-03-11,2024-03-15,KwaZulu-Natal,Express,Web,Completed,2024-03-14,0,0,1,2413.7400000000002,2035.41,378.33000000000004,4,4,2,WH-JHB,QuickShip,1,0,0,0,3,2024-03-11
O-101257,2024-01-27,2024-02-05,Free State,Normal,Mobile,Completed,2024-02-01,1,1,0,5477.93,5477.93,0.0,3,3,3,WH-DBN,QuickShip,1,1,0,1,5,2024-01-27
O-101258,2024-04-14,2024-04-23,Limpopo,Normal,Mobile,Completed,2024-04-22,1,0,0,8688.970000000001,8688.970000000001,0.0,4,7,7,WH-JHB,EconoMove,1,1,1,2,8,2024-04-14
O-101259,2024-02-03,2024-02-06,Free State,Normal,Mobile,Completed,2024-02-07,0,0,0,7397.6900000000005,7111.530000000001,286.16,3,4,3,WH-JHB,FastTrack,0,0,0,2,4,2024-02-03
O-101260,2024-02-25,2024-03-01,Free State,Express,Web,Completed,2024-02-28,1,0,1,3260.8999999999996,3260.8999999999996,0.0,2,2,2,WH-CPT,FastTrack,1,1,0,1,3,2024-02-25
O-101261,2024-02-08,2024-02-15,KwaZulu-Natal,Express,Mobile,Completed,2024-02-16,1,0,0,3628.5699999999997,3628.5699999999997,0.0,2,4,4,WH-JHB,EconoMove,0,0,0,2,8,2024-02-08
O-101262,2024-02-23,2024-03-04,Western Cape,Normal,Web,Completed,2024-03-02,1,0,0,3088.65,3088.65,0.0,1,1,1,WH-DBN,EconoMove,1,1,1,2,8,2024-02-23
O-101263,2024-03-07,2024-03-13,Mpumalanga,Express,Mobile,Completed,2024-03-11,1,0,0,8649.68,8649.68,0.0,4,6,6,WH-DBN,FastTrack,1,1,1,3,4,2024-03-07
O-101264,2024-03-26,2024-04-03,Gauteng,Express,Web,Completed,2024-04-05,1,0,0,1802.88,1802.88,0.0,1,1,1,WH-DBN,EconoMove,0,0,0,4,10,2024-03-26
O-101265,2024-04-23,2024-04-29,KwaZulu-Natal,Normal,Web,Completed,2024-04-28,0,0,0,3657.5,3521.96,135.54,3,7,6,WH-DBN,QuickShip,1,0,0,2,5,2024-04-23
O-101266,2024-02-16,2024-02-23,Mpumalanga,Normal,Web,Completed,2024-02-22,1,0,1,8818.93,8818.93,0.0,4,5,5,WH-CPT,FastTrack,1,1,0,2,6,2024-02-16
O-101267,2024-01-20,2024-01-24,Western Cape,Express,Mobile,Completed,2024-01-25,1,0,0,3118.06,3118.06,0.0,2,2,2,WH-DBN,FastTrack,0,0,0,2,5,2024-01-20
O-101268,2024-04-22,2024-05-01,Gauteng,Normal,Web,Completed,2024-04-25,1,0,0,5848.59,5848.59,0.0,2,2,2,WH-CPT,QuickShip,1,1,1,2,3,2024-04-22
O-101269,2024-03-26,2024-04-02,KwaZulu-Natal,Normal,Web,Completed,2024-04-01,0,0,1,5520.41,4251.33,1269.08,3,4,3,WH-DBN,FastTrack,1,0,0,3,6,2024-03-26
O-101270,2024-01-30,2024-02-06,Gauteng,Normal,Mobile,Completed,2024-02-05,1,0,1,3154.25,3154.25,0.0,2,2,2,WH-CPT,EconoMove,1,1,0,1,6,2024-01-30
O-101271,2024-04-24,2024-04-30,Gauteng,Normal,Mobile,Completed,2024-04-27,1,0,0,5201.04,5201.04,0.0,1,3,3,WH-JHB,FastTrack,1,1,1,1,3,2024-04-24
O-101272,2024-04-21,2024-04-29,Western Cape,Normal,Web,Completed,2024-04-27,1,0,0,198.4,198.4,0.0,1,2,2,WH-CPT,EconoMove,1,1,1,2,6,2024-04-21
O-101273,2024-03-27,2024-04-05,KwaZulu-Natal,Normal,Web,Completed,2024-04-06,1,0,0,7825.6,7825.6,0.0,3,7,7,WH-DBN,EconoMove,0,0,0,4,10,2024-03-27
O-101274,2024-02-25,2024-03-03,Gauteng,Normal,Web,Completed,2024-02-29,1,0,0,1347.42,1347.42,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,3,4,2024-02-25
O-101275,2024-04-23,2024-04-29,Limpopo,Normal,Mobile,Completed,2024-04-28,1,0,0,985.2,985.2,0.0,1,1,1,WH-JHB,EconoMove,1,1,1,2,5,2024-04-23
O-101276,2024-02-06,2024-02-11,Limpopo,Normal,Mobile,Completed,2024-02-09,1,0,0,10654.81,10654.81,0.0,3,7,7,WH-CPT,QuickShip,1,1,1,1,3,2024-02-06
O-101277,2024-01-16,2024-01-25,KwaZulu-Natal,Normal,Mobile,Completed,2024-01-20,1,0,1,3658.02,3658.02,0.0,3,6,6,WH-JHB,EconoMove,1,1,0,1,4,2024-01-16
O-101278,2024-04-01,2024-04-07,Limpopo,Express,Web,Completed,2024-04-05,1,0,0,6993.889999999999,6993.889999999999,0.0,2,4,4,WH-JHB,EconoMove,1,1,1,1,4,2024-04-01
O-101279,2024-02-28,2024-03-05,Limpopo,Express,Web,Completed,2024-03-05,1,1,0,3174.42,3174.42,0.0,2,3,3,WH-JHB,FastTrack,1,1,0,1,6,2024-02-28
O-101280,2024-02-03,2024-02-11,KwaZulu-Natal,Normal,Web,Completed,2024-02-07,1,0,0,1343.8,1343.8,0.0,1,2,2,WH-CPT,QuickShip,1,1,1,3,4,2024-02-03
O-101281,2024-04-05,2024-04-08,KwaZulu-Natal,Normal,Web,Completed,2024-04-09,0,0,1,5535.09,3607.68,1927.41,3,3,2,WH-JHB,FastTrack,0,0,0,1,4,2024-04-05
O-101282,2024-04-10,2024-04-14,KwaZulu-Natal,Express,Web,Completed,2024-04-15,0,0,0,9441.76,5919.08,3522.6800000000003,4,5,3,WH-CPT,QuickShip,0,0,0,1,5,2024-04-10
O-101283,2024-02-23,2024-03-02,Western Cape,Normal,Web,Completed,2024-02-26,0,0,0,4084.69,2614.91,1469.78,2,3,2,WH-DBN,QuickShip,1,0,0,1,3,2024-02-23
O-101284,2024-01-06,2024-01-11,Gauteng,Normal,Mobile,Completed,2024-01-11,1,0,1,7850.700000000001,7850.700000000001,0.0,2,2,2,WH-DBN,FastTrack,1,1,0,3,5,2024-01-06
O-101285,2024-01-07,2024-01-15,Mpumalanga,Normal,Mobile,Completed,2024-01-13,1,0,0,2376.36,2376.36,0.0,1,2,2,WH-DBN,EconoMove,1,1,1,4,6,2024-01-07
O-101286,2024-02-05,2024-02-10,Gauteng,Normal,Mobile,Completed,2024-02-13,0,0,0,10606.119999999999,10343.3,262.82,3,8,7,WH-DBN,QuickShip,0,0,0,4,8,2024-02-05
O-101287,2024-03-01,2024-03-09,Western Cape,Normal,Mobile,Completed,2024-03-05,1,0,1,7375.76,7375.76,0.0,4,5,5,WH-JHB,EconoMove,1,1,0,0,4,2024-03-01
O-101288,2024-04-28,2024-05-07,Gauteng,Normal,Web,Completed,2024-05-04,1,1,0,6096.34,6096.34,0.0,3,5,5,WH-CPT,QuickShip,1,1,0,2,6,2024-04-28
O-101289,2024-03-07,2024-03-11,Western Cape,Normal,Web,Completed,2024-03-12,1,0,0,984.62,984.62,0.0,1,1,1,WH-CPT,FastTrack,0,0,0,1,5,2024-03-07
O-101290,2024-01-23,2024-02-01,Free State,Normal,Mobile,Completed,2024-01-31,1,0,1,493.79,493.79,0.0,1,1,1,WH-DBN,EconoMove,1,1,0,4,8,2024-01-23
O-101291,2024-02-12,2024-02-17,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-16,1,1,1,8168.950000000001,8168.950000000001,0.0,3,4,4,WH-JHB,FastTrack,1,1,0,1,4,2024-02-12
O-101292,2024-04-12,2024-04-22,Gauteng,Normal,Web,Completed,2024-04-21,1,0,1,7913.12,7913.12,0.0,4,5,5,WH-CPT,EconoMove,1,1,0,3,9,2024-04-12
O-101293,2024-01-21,2024-01-27,Mpumalanga,Normal,Mobile,Completed,2024-01-24,1,0,0,5564.48,5564.48,0.0,1,4,4,WH-JHB,FastTrack,1,1,1,1,3,2024-01-21
O-101294,2024-03-03,2024-03-09,Gauteng,Normal,Mobile,Completed,2024-03-06,1,1,0,5033.62,5033.62,0.0,2,2,2,WH-JHB,QuickShip,1,1,0,0,3,2024-03-03
O-101295,2024-03-02,2024-03-08,Limpopo,Express,Web,Completed,2024-03-05,1,0,1,5848.94,5848.94,0.0,3,6,6,WH-CPT,FastTrack,1,1,0,1,3,2024-03-02
O-101296,2024-04-23,2024-04-30,Free State,Normal,Mobile,Completed,2024-04-27,1,0,0,11899.1,11899.1,0.0,4,10,10,WH-JHB,QuickShip,1,1,1,1,4,2024-04-23
O-101297,2024-01-13,2024-01-20,Gauteng,Normal,Web,Completed,2024-01-19,1,0,1,23120.39,23120.39,0.0,4,9,9,WH-JHB,QuickShip,1,1,0,2,6,2024-01-13
O-101298,2024-03-30,2024-04-04,Western Cape,Normal,Mobile,Completed,2024-04-04,1,1,0,4676.43,4676.43,0.0,3,4,4,WH-JHB,FastTrack,1,1,0,2,5,2024-03-30
O-101299,2024-04-26,2024-05-01,Limpopo,Normal,Web,Completed,2024-05-01,0,0,0,1912.74,0.0,1912.74,1,1,0,WH-CPT,FastTrack,1,0,0,1,5,2024-04-26
O-101300,2024-01-17,2024-01-26,Limpopo,Normal,Mobile,Completed,2024-01-20,1,0,0,2893.48,2893.48,0.0,1,2,2,WH-CPT,EconoMove,1,1,1,1,3,2024-01-17
O-101301,2024-03-02,2024-03-04,Free State,Express,Mobile,Completed,2024-03-05,0,0,0,8685.68,6470.849999999999,2214.83,3,4,3,WH-JHB,FastTrack,0,0,0,2,3,2024-03-02
O-101302,2024-02-19,2024-02-23,Free State,Express,Mobile,Completed,2024-02-20,1,0,0,2558.77,2558.77,0.0,2,4,4,WH-JHB,FastTrack,1,1,1,0,1,2024-02-19
O-101303,2024-01-21,2024-01-26,KwaZulu-Natal,Normal,Mobile,Completed,2024-01-26,1,0,0,14195.150000000001,14195.150000000001,0.0,4,10,10,WH-CPT,FastTrack,1,1,1,1,5,2024-01-21
O-101304,2024-01-17,2024-01-20,Western Cape,Normal,Mobile,Completed,2024-01-21,0,0,1,5382.2699999999995,5245.05,137.22,3,4,3,WH-JHB,FastTrack,0,0,0,1,4,2024-01-17
O-101305,2024-03-22,2024-03-30,KwaZulu-Natal,Normal,Mobile,Completed,2024-03-29,1,0,0,6551.360000000001,6551.360000000001,0.0,4,8,8,WH-CPT,EconoMove,1,1,1,1,7,2024-03-22
O-101306,2024-01-04,2024-01-12,KwaZulu-Natal,Express,Web,Completed,2024-01-08,0,0,1,8790.119999999999,6411.78,2378.34,3,6,5,WH-CPT,QuickShip,1,0,0,2,4,2024-01-04
O-101307,2024-04-17,2024-04-22,Mpumalanga,Normal,Web,Completed,2024-04-18,1,0,0,2310.33,2310.33,0.0,2,2,2,WH-JHB,FastTrack,1,1,1,0,1,2024-04-17
O-101308,2024-04-28,2024-05-04,Free State,Normal,Web,Completed,2024-05-04,1,0,0,5449.41,5449.41,0.0,4,7,7,WH-JHB,EconoMove,1,1,1,1,6,2024-04-28
O-101309,2024-01-26,2024-02-03,Free State,Normal,Mobile,Completed,2024-02-02,1,0,0,7776.65,7776.65,0.0,3,4,4,WH-DBN,QuickShip,1,1,1,2,7,2024-01-26
O-101310,2024-01-03,2024-01-12,Limpopo,Normal,Web,Completed,2024-01-14,1,0,0,6005.78,6005.78,0.0,3,4,4,WH-DBN,EconoMove,0,0,0,4,11,2024-01-03
O-101311,2024-02-02,2024-02-10,Gauteng,Normal,Mobile,Completed,2024-02-08,1,1,0,9633.46,9633.46,0.0,3,7,7,WH-DBN,FastTrack,1,1,0,3,6,2024-02-02
O-101312,2024-02-18,2024-02-25,Limpopo,Express,Mobile,Completed,2024-02-25,0,0,0,1250.95,0.0,1250.95,1,1,0,WH-DBN,QuickShip,1,0,0,3,7,2024-02-18
O-101313,2024-04-27,2024-05-03,Western Cape,Normal,Mobile,Completed,2024-05-03,0,0,0,2782.6300000000006,2509.1600000000003,273.47,3,3,2,WH-CPT,QuickShip,1,0,0,3,6,2024-04-27
O-101314,2024-03-02,2024-03-08,Gauteng,Normal,Mobile,Completed,2024-03-09,0,0,1,1388.5,1024.4,364.1,2,3,2,WH-DBN,FastTrack,0,0,0,4,7,2024-03-02
O-101315,2024-03-12,2024-03-18,Gauteng,Normal,Web,Completed,2024-03-16,0,0,1,5548.98,5138.08,410.9,4,4,3,WH-JHB,QuickShip,1,0,0,0,4,2024-03-12
O-101316,2024-03-18,2024-03-23,Limpopo,Normal,Web,Completed,2024-03-21,0,0,0,3742.84,1147.72,2595.12,2,3,1,WH-JHB,FastTrack,1,0,0,2,3,2024-03-18
O-101317,2024-01-26,2024-02-01,Western Cape,Normal,Web,Completed,2024-01-30,1,0,0,6404.539999999999,6404.539999999999,0.0,2,3,3,WH-JHB,QuickShip,1,1,1,2,4,2024-01-26
O-101318,2024-01-26,2024-01-30,Gauteng,Express,Mobile,Completed,2024-01-28,1,0,1,949.87,949.87,0.0,1,1,1,WH-JHB,QuickShip,1,1,0,0,2,2024-01-26
O-101319,2024-01-12,2024-01-17,Free State,Express,Mobile,Completed,2024-01-16,1,0,0,5644.0599999999995,5644.0599999999995,0.0,3,8,8,WH-JHB,QuickShip,1,1,1,0,4,2024-01-12
O-101320,2024-04-07,2024-04-16,Free State,Normal,Web,Completed,2024-04-12,1,0,0,6992.64,6992.64,0.0,1,3,3,WH-DBN,QuickShip,1,1,1,3,5,2024-04-07
O-101321,2024-04-15,2024-04-20,KwaZulu-Natal,Express,Mobile,Completed,2024-04-19,0,0,0,9634.48,9509.99,124.49,2,4,3,WH-DBN,FastTrack,1,0,0,2,4,2024-04-15
O-101322,2024-02-17,2024-02-24,Gauteng,Normal,Web,Completed,2024-02-22,1,0,0,2140.64,2140.64,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,2,5,2024-02-17
O-101323,2024-01-03,2024-01-12,Mpumalanga,Normal,Mobile,Completed,2024-01-10,1,0,0,11245.01,11245.01,0.0,2,4,4,WH-DBN,QuickShip,1,1,1,3,7,2024-01-03
O-101324,2024-01-16,2024-01-24,KwaZulu-Natal,Normal,Mobile,Completed,2024-01-25,0,0,0,1945.4,1678.2800000000002,267.12,2,3,2,WH-DBN,EconoMove,0,0,0,3,9,2024-01-16
O-101325,2024-03-17,2024-03-25,Limpopo,Express,Web,Completed,2024-03-19,0,0,1,3146.8999999999996,1708.55,1438.35,2,2,1,WH-DBN,FastTrack,1,0,0,1,2,2024-03-17
O-101326,2024-04-27,2024-05-05,Mpumalanga,Normal,Mobile,Completed,2024-05-07,1,0,0,1062.44,1062.44,0.0,1,1,1,WH-JHB,QuickShip,0,0,0,2,10,2024-04-27
O-101327,2024-01-06,2024-01-14,Limpopo,Normal,Web,Completed,2024-01-09,1,0,0,6106.67,6106.67,0.0,4,6,6,WH-JHB,EconoMove,1,1,1,0,3,2024-01-06
O-101328,2024-01-07,2024-01-12,Mpumalanga,Express,Web,Completed,2024-01-11,1,0,0,768.12,768.12,0.0,1,2,2,WH-JHB,FastTrack,1,1,1,1,4,2024-01-07
O-101329,2024-03-09,2024-03-18,Mpumalanga,Normal,Web,Completed,2024-03-12,1,1,0,4846.94,4846.94,0.0,3,4,4,WH-CPT,QuickShip,1,1,0,1,3,2024-03-09
O-101330,2024-04-02,2024-04-07,Mpumalanga,Normal,Mobile,Completed,2024-04-09,1,0,0,1339.6200000000001,1339.6200000000001,0.0,1,3,3,WH-CPT,QuickShip,0,0,0,3,7,2024-04-02
O-101331,2024-01-11,2024-01-19,KwaZulu-Natal,Normal,Mobile,Completed,2024-01-17,1,0,0,1637.31,1637.31,0.0,1,1,1,WH-DBN,EconoMove,1,1,1,2,6,2024-01-11
O-101332,2024-04-28,2024-05-04,Limpopo,Express,Mobile,Completed,2024-05-01,0,0,0,10901.84,9996.79,905.05,4,8,7,WH-JHB,QuickShip,1,0,0,0,3,2024-04-28
O-101333,2024-04-19,2024-04-25,Western Cape,Normal,Mobile,Completed,2024-04-26,1,0,0,7626.26,7626.26,0.0,4,6,6,WH-CPT,EconoMove,0,0,0,1,7,2024-04-19
O-101334,2024-03-07,2024-03-14,Western Cape,Normal,Mobile,Completed,2024-03-13,1,0,0,1844.81,1844.81,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,2,6,2024-03-07
O-101335,2024-01-13,2024-01-19,Limpopo,Normal,Mobile,Completed,2024-01-21,1,0,1,4798.5599999999995,4798.5599999999995,0.0,3,5,5,WH-DBN,QuickShip,0,0,0,4,8,2024-01-13
O-101336,2024-03-09,2024-03-15,Western Cape,Normal,Web,Completed,2024-03-15,1,0,0,1501.84,1501.84,0.0,1,1,1,WH-DBN,FastTrack,1,1,1,3,6,2024-03-09
O-101337,2024-01-06,2024-01-13,Limpopo,Normal,Mobile,Completed,2024-01-12,0,0,0,4651.35,3446.1400000000003,1205.21,4,8,7,WH-CPT,QuickShip,1,0,0,3,6,2024-01-06
O-101338,2024-01-12,2024-01-19,Gauteng,Normal,Mobile,Completed,2024-01-15,1,0,1,4430.62,4430.62,0.0,1,1,1,WH-CPT,QuickShip,1,1,0,1,3,2024-01-12
O-101339,2024-04-09,2024-04-16,KwaZulu-Natal,Normal,Mobile,Completed,2024-04-16,1,0,0,6785.21,6785.21,0.0,3,3,3,WH-CPT,EconoMove,1,1,1,2,7,2024-04-09
O-101340,2024-03-16,2024-03-22,Free State,Normal,Web,Completed,2024-03-20,1,1,0,15175.59,15175.59,0.0,3,6,6,WH-JHB,EconoMove,1,1,0,0,4,2024-03-16
O-101341,2024-03-26,2024-04-03,Western Cape,Normal,Mobile,Completed,2024-03-30,1,0,0,4371.08,4371.08,0.0,2,3,3,WH-DBN,FastTrack,1,1,1,2,4,2024-03-26
O-101342,2024-01-07,2024-01-14,Limpopo,Normal,Mobile,Completed,2024-01-11,0,0,1,10917.79,9819.75,1098.04,3,7,6,WH-CPT,QuickShip,1,0,0,2,4,2024-01-07
O-101343,2024-03-01,2024-03-08,Free State,Normal,Mobile,Completed,2024-03-06,1,0,0,6878.01,6878.01,0.0,3,3,3,WH-DBN,FastTrack,1,1,1,2,5,2024-03-01
O-101344,2024-01-06,2024-01-13,Free State,Normal,Web,Completed,2024-01-10,1,0,0,1959.16,1959.16,0.0,1,2,2,WH-JHB,QuickShip,1,1,1,1,4,2024-01-06
O-101345,2024-04-29,2024-05-03,Limpopo,Express,Web,Completed,2024-05-05,0,0,0,7665.9800000000005,7006.34,659.64,4,7,6,WH-CPT,QuickShip,0,0,0,3,6,2024-04-29
O-101346,2024-02-08,2024-02-16,Free State,Normal,Mobile,Completed,2024-02-14,1,0,0,5605.26,5605.26,0.0,2,3,3,WH-DBN,QuickShip,1,1,1,4,6,2024-02-08
O-101347,2024-04-25,2024-05-01,KwaZulu-Natal,Express,Web,Completed,2024-04-28,1,0,0,2296.48,2296.48,0.0,1,2,2,WH-DBN,FastTrack,1,1,1,3,3,2024-04-25
O-101348,2024-04-19,2024-04-25,Western Cape,Express,Web,Completed,2024-04-24,1,0,0,10807.95,10807.95,0.0,1,3,3,WH-CPT,QuickShip,1,1,1,1,5,2024-04-19
O-101349,2024-01-25,2024-01-31,Free State,Normal,Mobile,Completed,2024-01-27,0,0,1,2347.21,2264.03,83.18,3,4,3,WH-JHB,FastTrack,1,0,0,0,2,2024-01-25
O-101350,2024-04-02,2024-04-06,Mpumalanga,Normal,Web,Completed,2024-04-04,1,0,1,5878.4800000000005,5878.4800000000005,0.0,3,5,5,WH-JHB,QuickShip,1,1,0,0,2,2024-04-02
O-101351,2024-01-02,2024-01-09,Western Cape,Normal,Web,Completed,2024-01-05,1,0,1,2241.93,2241.93,0.0,1,1,1,WH-JHB,QuickShip,1,1,0,0,3,2024-01-02
O-101352,2024-02-20,2024-02-27,Western Cape,Normal,Web,Completed,2024-02-24,1,0,0,3674.23,3674.23,0.0,3,5,5,WH-CPT,QuickShip,1,1,1,2,4,2024-02-20
O-101353,2024-03-28,2024-04-04,Gauteng,Normal,Mobile,Completed,2024-04-04,0,0,1,7402.630000000001,5182.6,2220.03,2,5,4,WH-DBN,EconoMove,1,0,0,1,7,2024-03-28
O-101354,2024-03-27,2024-04-03,Western Cape,Express,Mobile,Completed,2024-04-03,0,0,1,4444.55,3603.98,840.57,2,4,3,WH-CPT,EconoMove,1,0,0,2,7,2024-03-27
O-101355,2024-02-05,2024-02-10,Limpopo,Normal,Mobile,Completed,2024-02-10,0,0,1,5428.759999999999,958.36,4470.4,4,6,4,WH-DBN,FastTrack,1,0,0,1,5,2024-02-05
O-101356,2024-01-19,2024-01-25,Gauteng,Normal,Web,Completed,2024-01-22,1,0,0,10220.600000000002,10220.600000000002,0.0,4,7,7,WH-JHB,FastTrack,1,1,1,2,3,2024-01-19
O-101357,2024-02-23,2024-02-28,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-27,1,0,0,7595.22,7595.22,0.0,4,5,5,WH-DBN,FastTrack,1,1,1,2,4,2024-02-23
O-101358,2024-01-08,2024-01-15,Limpopo,Normal,Web,Completed,2024-01-12,1,0,1,4176.0599999999995,4176.0599999999995,0.0,2,4,4,WH-CPT,QuickShip,1,1,0,1,4,2024-01-08
O-101359,2024-02-23,2024-03-01,Mpumalanga,Normal,Mobile,Completed,2024-02-27,1,0,0,1215.47,1215.47,0.0,1,1,1,WH-CPT,FastTrack,1,1,1,2,4,2024-02-23
O-101360,2024-02-27,2024-03-05,Western Cape,Normal,Mobile,Completed,2024-03-07,1,0,0,12222.539999999999,12222.539999999999,0.0,4,8,8,WH-DBN,FastTrack,0,0,0,4,9,2024-02-27
O-101361,2024-03-17,2024-03-23,Free State,Express,Web,Completed,2024-03-25,1,0,0,3710.42,3710.42,0.0,2,2,2,WH-CPT,QuickShip,0,0,0,3,8,2024-03-17
O-101362,2024-01-07,2024-01-13,Gauteng,Express,Mobile,Completed,2024-01-12,0,0,1,1564.4499999999998,1511.55,52.9,3,3,2,WH-JHB,QuickShip,1,0,0,1,5,2024-01-07
O-101363,2024-02-29,2024-03-02,Western Cape,Express,Web,Completed,2024-03-03,0,0,0,7692.030000000001,5999.88,1692.15,2,3,2,WH-JHB,FastTrack,0,0,0,0,3,2024-02-29
O-101364,2024-03-15,2024-03-20,Free State,Express,Web,Completed,2024-03-18,1,0,0,8357.41,8357.41,0.0,3,3,3,WH-DBN,QuickShip,1,1,1,1,3,2024-03-15
O-101365,2024-02-19,2024-02-27,Western Cape,Express,Mobile,Completed,2024-02-22,1,0,0,6902.92,6902.92,0.0,3,3,3,WH-DBN,QuickShip,1,1,1,2,3,2024-02-19
O-101366,2024-01-15,2024-01-24,Limpopo,Normal,Web,Completed,2024-01-23,1,0,0,6204.23,6204.23,0.0,4,6,6,WH-DBN,EconoMove,1,1,1,3,8,2024-01-15
O-101367,2024-01-11,2024-01-18,Gauteng,Normal,Mobile,Completed,2024-01-20,0,0,1,4356.1,2197.09,2159.01,4,5,4,WH-JHB,EconoMove,0,0,0,2,9,2024-01-11
O-101368,2024-03-25,2024-04-02,Free State,Normal,Web,Completed,2024-03-31,1,0,0,2373.76,2373.76,0.0,1,4,4,WH-DBN,FastTrack,1,1,1,3,6,2024-03-25
O-101369,2024-02-09,2024-02-16,Gauteng,Normal,Web,Completed,2024-02-14,1,0,0,553.57,553.57,0.0,1,1,1,WH-CPT,EconoMove,1,1,1,1,5,2024-02-09
O-101370,2024-03-08,2024-03-14,Mpumalanga,Express,Mobile,Completed,2024-03-15,1,0,0,1426.41,1426.41,0.0,1,1,1,WH-DBN,EconoMove,0,0,0,4,7,2024-03-08
O-101371,2024-02-13,2024-02-22,Free State,Normal,Mobile,Completed,2024-02-17,1,0,0,3118.31,3118.31,0.0,1,1,1,WH-CPT,EconoMove,1,1,1,1,4,2024-02-13
O-101372,2024-01-09,2024-01-19,Limpopo,Normal,Mobile,Completed,2024-01-15,1,0,0,2392.86,2392.86,0.0,1,2,2,WH-CPT,EconoMove,1,1,1,3,6,2024-01-09
O-101373,2024-02-25,2024-03-03,KwaZulu-Natal,Normal,Web,Completed,2024-03-02,1,1,0,5563.2,5563.2,0.0,4,8,8,WH-CPT,EconoMove,1,1,0,1,6,2024-02-25
O-101374,2024-04-12,2024-04-19,KwaZulu-Natal,Express,Mobile,Completed,2024-04-17,0,0,1,7171.1,5071.2,2099.9,4,7,5,WH-DBN,QuickShip,1,0,0,2,5,2024-04-12
O-101375,2024-02-11,2024-02-18,Gauteng,Normal,Web,Completed,2024-02-18,1,0,0,3012.1800000000003,3012.1800000000003,0.0,2,2,2,WH-DBN,QuickShip,1,1,1,4,7,2024-02-11
O-101376,2024-03-12,2024-03-19,Free State,Express,Mobile,Completed,2024-03-20,0,0,0,2111.76,0.0,2111.76,1,1,0,WH-DBN,EconoMove,0,0,0,4,8,2024-03-12
O-101377,2024-01-15,2024-01-22,Free State,Normal,Mobile,Completed,2024-01-18,1,0,1,3312.1,3312.1,0.0,2,3,3,WH-CPT,FastTrack,1,1,0,3,3,2024-01-15
O-101378,2024-02-20,2024-02-29,Free State,Normal,Web,Completed,2024-02-26,1,0,0,5552.09,5552.09,0.0,3,5,5,WH-CPT,EconoMove,1,1,1,3,6,2024-02-20
O-101379,2024-03-20,2024-03-30,Gauteng,Normal,Mobile,Completed,2024-03-28,1,0,0,13134.609999999999,13134.609999999999,0.0,3,5,5,WH-CPT,EconoMove,1,1,1,1,8,2024-03-20
O-101380,2024-04-10,2024-04-19,Free State,Normal,Mobile,Completed,2024-04-18,0,0,1,3926.61,3689.42,237.19,3,5,4,WH-CPT,EconoMove,1,0,0,3,8,2024-04-10
O-101381,2024-02-04,2024-02-09,KwaZulu-Natal,Normal,Mobile,Completed,2024-02-07,1,0,0,10313.109999999999,10313.109999999999,0.0,2,5,5,WH-JHB,QuickShip,1,1,1,0,3,2024-02-04
O-101382,2024-03-18,2024-03-23,Western Cape,Normal,Web,Completed,2024-03-21,1,0,0,1371.11,1371.11,0.0,1,1,1,WH-JHB,QuickShip,1,1,1,2,3,2024-03-18
O-101383,2024-03-19,2024-03-28,Mpumalanga,Normal,Mobile,Completed,2024-03-25,1,0,1,4923.3,4923.3,0.0,3,3,3,WH-DBN,EconoMove,1,1,0,4,6,2024-03-19
O-101384,2024-04-07,2024-04-12,KwaZulu-Natal,Normal,Web,Completed,2024-04-12,0,0,0,1854.79,310.31,1544.48,2,2,1,WH-DBN,FastTrack,1,0,0,3,5,2024-04-07
